"name","latitude","longitude","grantee","grantNumber","delegateNo","centerType","programType","programDelegateName","programMainPhoneNumber","programAddress","programCity","programState","programZipCode","phone","address","city","state","zip","id"
"Dacoma II","29.808701","-95.45169099999998","AVANCE Houston, Inc.
4281 Dacoma St
Houston, TX 77092-8607
(713)812-0033
","06CH10133","200","Early Head Start","Early Head Start","AVANCE Houston, Inc.","","4281 Dacoma St ","Houston","TX","77092-8607","(713) 812-0033","4301 Dacoma St","Houston","TX","77092-8609","57473"
"Baytown Early Head Start","29.7429796","-94.9723329","Harris County Department of Education
6300 Irvington Blvd.
Houston, TX 77022-5618
(713)672-9343
","06HP0028","200","Early Head Start","Early Head Start","Harris County Department of Education","","6300 Irvington Blvd. ","Houston","TX","77022-5618","(713) 696-2150","1319 N Pruett St","Baytown","TX","77520-2818","87073"
"Brodie CDC","30.202024","-97.83756900000003","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","200","Early Head Start","Early Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 292-7234","8105 Brodie Ln","Austin","TX","78745-7436","41791"
"Madonna Neighborhood Center - Partnership","29.41347499999999","-98.56624599999998","Parent Child Incorporated
1223 Brady Boulevard
San Antonio, TX 78207-7328
(210)475-5006
","06HP0001","200","Early Head Start","Early Head Start","Parent Child Incorporated","","1223 Brady Boulevard ","San Antonio","TX","78207-7328","","1906 Castroville Rd","San Antonio","TX","78237-3626","54803"
"JP Cowen Sweetwater","32.4688745","-100.4161102","Region 14 Education Service Center
1850 State Highway 351
Abilene, TX 79601-4750
(325)675-8631
","06CH010075","200","Early Head Start","Early Head Start","Region 14 Education Service Center","","1850 State Highway 351 ","Abilene","TX","79601-4750","(325) 235-3482","700 W 4th St","Sweetwater","TX","79556-4321","80716"
"Ysleta HS","31.73404813926902","-106.36952931688842","Education Service Center Region 19
11670 Chito Samaniego
El Paso, TX 79936-6956
(915)790-4610
","06CH7147","200","Early Head Start","Early Head Start","Education Service Center Region 19","","11670 Chito Samaniego ","El Paso","TX","79936-6956","(915) 791-4894","175 Midway Dr","El Paso","TX","79915-3855","81126"
"MET Early Head Start Conroe","30.340621","-95.555541","Motivation Education & Training, Inc.
22551 Gene Campbell Blvd
New Caney, TX 77357-
(281)689-5544 - 223
","06CH10132","200","Early Head Start","Early Head Start","Motivation Education & Training, Inc.","","22551 Gene Campbell Blvd ","New Caney","TX","77357","(281) 541-2415","746 Blake Rd","Conroe","TX","77304-5128","57385"
"ChildCare Network #198","32.5913249","-96.9429235","CHILDCAREGROUP
1420 W MOCKINGBIRD LANE
SUITE 300
DALLAS, TX 75247-4973
(214)630-7911
","06HP0007","200","Early Head Start","Early Head Start","CHILDCAREGROUP","","1420 W MOCKINGBIRD LANE SUITE 300","DALLAS","TX","75247-4973","(972) 441-5754","195 N Clark Rd","Cedar Hill","TX","75104-2014","55181"
"Brazoria Head Start School","29.0557655","-95.57158759999999","Child Development Council of Brazoria County
651 West Miller Street
Angleton, TX 77515-5522
(979)849-1881 - 101
","06CH7143","200","Early Head Start","Early Head Start","Child Development Council of Brazoria County","","651 West Miller Street ","Angleton","TX","77515-5522","(979) 798-2391","120 W Pleasant St","Brazoria","TX","77422-7377","44622"
"Lockhart Child Development Center","29.8823","-97.70338700000002","Community Action, Inc. of Central Texas
101 Uhland Rd
Ste 107
San Marcos, TX 78666-6681
(512)396-3395 - 228
","06CH7072","200","Early Head Start","Early Head Start","Community Action, Inc. of Central Texas","","101 Uhland Rd Ste 107","San Marcos","TX","78666-6681","(1) 512-398","1808 W San Antonio St","Lockhart","TX","78644-2400","33695"
"YMCA Haven for Hope Center","29.433415011192213","-98.50754149206546","Family Service Association of San Antonio, Inc.
702 San Pedro Avenue
San Antonio, TX 78212-4610
(210)299-2704
","06HP0002","200","Early Head Start","Early Head Start","Family Service Association of San Antonio, Inc.","","702 San Pedro Avenue ","San Antonio","TX","78212-4610","(210) 596-0087","600 Leal","San Antonio","TX","78207","54528"
"EHS Family Socialization - EHS Home Base Option","29.37409","-98.51846499999999","Avance-San Antonio, Inc.
3133 General Hudnell Dr
Ste 130
San Antonio, TX 78226-2027
(210)220-1788
","06CH7141","200","Early Head Start","Early Head Start","Avance-San Antonio, Inc.","","3133 General Hudnell Dr Ste 130","San Antonio","TX","78226-2027","(210) 922-6262","934 Flanders Ave","San Antonio","TX","78211-1756","47193"
"Texas Tech University Early Head Start Center","33.5854358","-101.7996918","Texas Tech University, Early Head Start
3315 E Broadway
Lubbock, TX 79403-6127
(806)765-2737
","06CH9966","200","Early Head Start","Early Head Start","Texas Tech University, Early Head Start","","3315 E Broadway ","Lubbock","TX","79403-6127","(806) 765-2737","3315 E Broadway","Lubbock","TX","79403-6127","55429"
"St James","30.2826886","-97.6731332","Child Inc
818 East 53rd Street
Austin, TX 78751-2299
(512)451-7361 - 228
","06HP0010","200","Early Head Start","Early Head Start","Child Inc","","818 East 53rd Street ","Austin","TX","78751-2299","(512) 926-7066","1941 Webberville Rd","Austin","TX","78721-1679","85274"
"Lehman High School PEP Center","29.9970781","-97.85091160000002","Community Action, Inc. of Central Texas
101 Uhland Rd
Ste 107
San Marcos, TX 78666-6681
(512)396-3395 - 228
","06CH7072","200","Early Head Start","Early Head Start","Community Action, Inc. of Central Texas","","101 Uhland Rd Ste 107","San Marcos","TX","78666-6681","(1  ) 512-268 ","1700 Lehman Rd","Kyle","TX","78640-5246","33700"
"Hereford, Stanton Center","34.8220413","-102.39640600000001","REGION 16 EDUCATION SERVICE CENTER
5800 Bell St
Amarillo, TX 79109-6230
(806)677-5300
","06CH10104","200","Early Head Start","Early Head Start","REGION 16 EDUCATION SERVICE CENTER","","5800 Bell St ","Amarillo","TX","79109-6230","(806) 363-7610","711 E Park Ave","Hereford","TX","79045-4417","57355"
"LONGVIEW PLAYING FOR KEEPS","32.4876633","-94.71687750000001","REGION VII EDUCATION SERVICE CENTER
1909 N Longview St
Kilgore, TX 75662-6827
(903)988-7600
","06CH7140","200","Early Head Start","Early Head Start","REGION VII EDUCATION SERVICE CENTER","","1909 N Longview St ","Kilgore","TX","75662-6827","(903) 803-5917","510 S Martin Luther King Jr Blvd","Longview","TX","75602-1706","47187"
"Killeen Downtown Early Head Start","31.125316","-97.728351","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH7189","200","Early Head Start","Early Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 501-9232","802 N 2nd St
Bldg F","Killeen","TX","76541-4711","51403"
"ChildCare Network #195","32.870378","-97.23875299999997","CHILDCAREGROUP
1420 W MOCKINGBIRD LANE
SUITE 300
DALLAS, TX 75247-4973
(214)630-7911
","06HP0007","200","Early Head Start","Early Head Start","CHILDCAREGROUP","","1420 W MOCKINGBIRD LANE SUITE 300","DALLAS","TX","75247-4973","(817) 409-3007","6637 Oaklawn Dr","Watauga","TX","76148-2334","55175"
"Jeanne Wakeman Center","33.8994041","-98.46767","North Texas Parent & Child Development, Inc
500 Flood Street
Wichita Falls, TX 76301-2838
(940)687-5437
","06CH7190","200","Early Head Start","Early Head Start","North Texas Parent & Child Development, Inc","","500 Flood Street ","Wichita Falls","TX","76301-2838","(940) 766-2245","1201 E Scott Ave","Wichita Falls","TX","76301-8033","49750"
"Bartlett Early Head Start","30.797487080391807","-97.4350848641235","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES
604 High Tech Drive
Georgetown, TX 78626-
(512)763-1400 - 37
","06CH7173","200","Early Head Start","Early Head Start","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES","","604 High Tech Drive ","Georgetown","TX","78626","(1) 254-527","620 W Clark","Bartlett","TX","76511","49735"
"Rio Vista Early Head Start/Head Start","31.4316749","-100.44018440000002","San Angelo Independent School District
2801 W. Loop 306 Ste A
San Angelo, TX 76904-
(325)947-3838 - 703
","06CH7116","201","Early Head Start","Early Head Start","San Angelo Independent School District","","2801 W. Loop 306 Ste A ","San Angelo","TX","76904","(325) 659-3670","2800 Ben Ficklin Rd","San Angelo","TX","76903-9008","42848"
"Rancho Del Cielo Early Head Start","25.961253","-97.51771589999998","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","200","Early Head Start","Early Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 350-4240","69 Old Ebony St","Brownsville","TX","78520-9481","53875"
"EHS Child Development Center  - Rebecca C. Cervantez","29.4104688","-98.580264","Avance-San Antonio, Inc.
3133 General Hudnell Dr
Ste 130
San Antonio, TX 78226-2027
(210)220-1788
","06CH7141","200","Early Head Start","Early Head Start","Avance-San Antonio, Inc.","","3133 General Hudnell Dr Ste 130","San Antonio","TX","78226-2027","(210) 438-5691","2642 Castroville Rd
Castroville","San Antonio","TX","78237-3339","47191"
"�Saulsbury-Jean Wilson Children's Center","31.090565","-97.328708","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH7189","200","Early Head Start","Early Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 778-7311","206 S 24th St","Temple","TX","76501-4731","51393"
"Diversity Early Learning Academy - Partnership","29.5610959","-98.3282499","Parent Child Incorporated
1223 Brady Boulevard
San Antonio, TX 78207-7328
(210)475-5006
","06HP0001","200","Early Head Start","Early Head Start","Parent Child Incorporated","","1223 Brady Boulevard ","San Antonio","TX","78207-7328","","8304 Pat Booker Rd","Live Oak","TX","78233-2410","56320"
"Jasper Head Start/Early Head Start","30.9294585","-94.00068549999997","TRI-COUNTY COMMUNITY ACTION, INC
214 Nacogdoches St
Center, TX 75935-3854
(936)598-6315 - 17
","06CH7110","200","Early Head Start","Early Head Start","TRI-COUNTY COMMUNITY ACTION, INC","","214 Nacogdoches St ","Center","TX","75935-3854","(936) 598-6315","105 Collier St","Jasper","TX","75951-3011","41845"
"Dickson Head Start","31.0905165","-97.36314440000001","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","200","Early Head Start","Early Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 215-6181","1100 S 33rd St","Temple","TX","76504-5238","57906"
"Utley Early Head Start Center","32.916991","-96.44786299999998","REGION 10 EDUCATION SERVICE CENTER
400 East Spring Valley Road
Richardson, TX 75081-
(972)348-1600
","06CH7092","200","Early Head Start","Early Head Start","REGION 10 EDUCATION SERVICE CENTER","","400 East Spring Valley Road ","Richardson","TX","75081","(972) 772-5790","1197 T L Townsend Dr","Rockwall","TX","75087-4918","35207"
"Let's Learn Christian Learning Center","29.7388805","-94.9532105","Harris County Department of Education
6300 Irvington Blvd.
Houston, TX 77022-5618
(713)672-9343
","06HP0028","200","Early Head Start","Early Head Start","Harris County Department of Education","","6300 Irvington Blvd. ","Houston","TX","77022-5618","(832) 597-6838","1511 N 10th St","Baytown","TX","77520-5377","83184"
"Odem Head Start #1","27.9454528","-97.58071540000003","Community Action Corporation of South Texas
204 East 1st Street
P.O. Drawer 1820
Alice, TX 78333-1820
(361)664-0145 - 2025
","06CH010327","200","Early Head Start","Early Head Start","Community Action Corporation of South Texas","","204 East 1st Street P.O. Drawer 1820","Alice","TX","78333-1820","(361) 368-3780","408 Willis St","Odem","TX","78370-4416","85526"
"KBC","29.62682809999999","-95.48971289999997","Neighborhood Centers Inc.
4500 Bissonnet, Suite 200
Bellaire, TX 77401-
(713)273-3211
","06CH7076","200","Early Head Start","Early Head Start","Neighborhood Centers Inc.","","4500 Bissonnet, Suite 200 ","Bellaire","TX","77401","(713) 433-2956","6011 W Orem Dr","Houston","TX","77085-1273","33771"
"Rocksprings EHS Center","30.0119011","-100.20670080000002","AVANCE-SAN ANTONIO, INC
3133 General Hudnell Dr
Ste 130
San Antonio, TX 78226-2027
(210)220-1788 - 223
","06CH7059","200","Early Head Start","Early Head Start","AVANCE-SAN ANTONIO, INC","","3133 General Hudnell Dr Ste 130","San Antonio","TX","78226-2027","(830) 683-6295","208 S Nueces St","Rocksprings","TX","78880","30812"
"Aransas Pass Early Head Start","27.9155465","-97.15659449999998","Community Action Corporation of South Texas
204 East 1st Street
P.O. Drawer 1820
Alice, TX 78333-1820
(361)664-0145 - 2025
","06CH010327","200","Early Head Start","Early Head Start","Community Action Corporation of South Texas","","204 East 1st Street P.O. Drawer 1820","Alice","TX","78333-1820","(361) 758-6325","254 N 13th St","Aransas Pass","TX","78336-4501","82364"
"ChildCareGroup at Hogg Elementary","32.7565816","-96.8251004","ChildCareGroup
1420 W Mockingbird Ln
Ste 300
Dallas, TX 75247-4973
(214)905-2497
","06CH7093","200","Early Head Start","Early Head Start","ChildCareGroup","","1420 W Mockingbird Ln Ste 300","Dallas","TX","75247-4973","","1144 N Madison Ave","Dallas","TX","75208-4132","87029"
"Glen Rose EHS","32.2392308","-97.7666635","CDI HS/North Texas, TX
548 Santa Fe Dr
Weatherford, TX 76086-6503
(682)253-4230
","90CH010440","200","Early Head Start","Early Head Start","CDI HS/North Texas, TX","","548 Santa Fe Dr ","Weatherford","TX","76086-6503","(254) 898-0770","1104 Hereford St","Glen Rose","TX","76043-5641","85603"
"Olney Early Head Start Child Development Center","33.3842831","-98.7741607","Rolling Plains Management Corporation
118 N 1st Street
Crowell, TX 79227-
(940)684-1571 - 230
","06HP0018","200","Early Head Start","Early Head Start","Rolling Plains Management Corporation","","118 N 1st Street ","Crowell","TX","79227","(940) 564-3239","207 Haggar Rd","Olney","TX","76374-6201","81181"
"Little Steps","33.9201287","-102.3340394","South Plains Community Action Association, Inc.
411 Austin St
Levelland, TX 79336-4733
(806)894-2207 - 8
","06CH010433","200","Early Head Start","Early Head Start","South Plains Community Action Association, Inc.","","411 Austin St ","Levelland","TX","79336-4733","(806) 385-5265","511 W 7th St
P.O. Box 610 Levelland, TX 79336","Littlefield","TX","79339-3227","84811"
"L & M CHRISTIAN DAY CARE","32.5436515","-94.38174229999998","REGION VII EDUCATION SERVICE CENTER
1909 N Longview St
Kilgore, TX 75662-6827
(903)988-7600
","06CH7140","200","Early Head Start","Early Head Start","REGION VII EDUCATION SERVICE CENTER","","1909 N Longview St ","Kilgore","TX","75662-6827","(903) 938-7660","1603 W Houston St","Marshall","TX","75670-3856","47186"
"Caprock Early Head Start Center","35.179847","-101.802055","REGION 16 EDUCATION SERVICE CENTER
5800 Bell St
Amarillo, TX 79109-6230
(806)677-5300
","06CH10104","200","Early Head Start","Early Head Start","REGION 16 EDUCATION SERVICE CENTER","","5800 Bell St ","Amarillo","TX","79109-6230","(806) 326-2235","3001 SE 34th Ave","Amarillo","TX","79103-5599","57350"
"Building Blocks Childcare","29.816626","-95.05692699999997","Harris County Department of Education
6300 Irvington Blvd.
Houston, TX 77022-5618
(713)672-9343
","06HP0028","200","Early Head Start","Early Head Start","Harris County Department of Education","","6300 Irvington Blvd. ","Houston","TX","77022-5618","(281) 426-2221","111 N Main St","Highlands","TX","77562-3805","58069"
"Lamar Early Head Start","27.78444684319578","-97.41380202275388","NUECES COUNTY COMMUNITY ACTION AGENCY
101 South Padre Island Drive
Corpus Christi, TX 78405-4102
(361)883-7201
","06CH7090","200","Early Head Start","Early Head Start","NUECES COUNTY COMMUNITY ACTION AGENCY","","101 South Padre Island Drive ","Corpus Christi","TX","78405-4102","(361) 878-2569","2201 Morris St","Corpus Christi","TX","78405-1641","34735"
"Ridgemont EHS/HS","29.5904839","-95.4615371","NEIGHBORHOOD CENTERS, INC.
4500 Bissonnet St Ste 200
Bellaire, TX 77401-3113
(713)273-3211
","06CH10136","200","Early Head Start","Early Head Start","NEIGHBORHOOD CENTERS, INC.","","4500 Bissonnet St Ste 200 ","Bellaire","TX","77401-3113","(281) 634-6748","5353 Ridge Creek Cir","Houston","TX","77053-4573","80642"
"David Sublasky HS & EHS","31.49999425264469","-106.1530256976227","Education Service Center Region 19
11670 Chito Samaniego
El Paso, TX 79936-6956
(915)790-4610
","06CH7147","200","Early Head Start","Early Head Start","Education Service Center Region 19","","11670 Chito Samaniego ","El Paso","TX","79936-6956","(915) 791-4827","810 NE Camp","Fabens","TX","79838","44708"
"Little Nest","35.2012167","-101.8210209","REGION 16 EDUCATION SERVICE CENTER
5800 Bell St
Amarillo, TX 79109-6230
(806)677-5300
","06CH10104","200","Early Head Start","Early Head Start","REGION 16 EDUCATION SERVICE CENTER","","5800 Bell St ","Amarillo","TX","79109-6230","(806) 373-0974","1400 SE 10th Street","Amarillo","TX","79102","87155"
"Stanton Early Head Start","32.1258641","-101.794699","WEST TEXAS OPPORTUNITIES, INC
603 N 4th ST
Lamesa, TX 79331-
(806)872-2134
","06CH010419","200","Early Head Start","Early Head Start","WEST TEXAS OPPORTUNITIES, INC","","603 N 4th ST ","Lamesa","TX","79331","(432) 756-2588","101 N St Francis","Stanton","TX","79782","85264"
"McCord Early Head Start Child Development Center","34.1395597","-99.3052261","Rolling Plains Management Corporation
118 N 1st Street
Crowell, TX 79227-
(940)684-1571 - 230
","06HP0018","200","Early Head Start","Early Head Start","Rolling Plains Management Corporation","","118 N 1st Street ","Crowell","TX","79227","(940) 553-4381","2915 Sand Rd","Vernon","TX","76384-6508","81180"
"Early Head Start/Head Start @ Margaret H. Cone","32.7761343","-96.73843010000002","HEADSTART OF GREATER DALLAS INC
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6400
","06CH7106","200","Early Head Start","Early Head Start","HEADSTART OF GREATER DALLAS INC","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 217-3176","2919 Troy St","Dallas","TX","75210-1364","40196"
"Mineral Wells EHS","32.8138111","-98.0829099","CDI HS/North Texas, TX
548 Santa Fe Dr
Weatherford, TX 76086-6503
(682)253-4230
","90CH010440","200","Early Head Start","Early Head Start","CDI HS/North Texas, TX","","548 Santa Fe Dr ","Weatherford","TX","76086-6503","(940) 325-7861","703 Garrett Morris Pkwy","Mineral Wells","TX","76067-9035","85608"
"Luling Child Development Center /EHS building","29.686932","-97.65463790000001","Community Action, Inc. of Central Texas
101 Uhland Rd
Ste 107
San Marcos, TX 78666-6681
(512)396-3395 - 228
","06CH7072","200","Early Head Start","Early Head Start","Community Action, Inc. of Central Texas","","101 Uhland Rd Ste 107","San Marcos","TX","78666-6681","(1) 830-875","109 E Newton St","Luling","TX","78648-1824","33702"
"PCI Place for Life Early Learning Center","29.47839","-98.60521699999998","PARENT & CHILD INC.
1223 Brady Blvd
San Antonio, TX 78207-7926
(210)475-5006
","06CH7178","200","Early Head Start","Early Head Start","PARENT & CHILD INC.","","1223 Brady Blvd ","San Antonio","TX","78207-7926","","5820 NW Loop 410","San Antonio","TX","78238-2516","52840"
"�Moss Rose Early Head Start","31.1175702","-97.7220711","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH7189","200","Early Head Start","Early Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 634-1886","101 N 20th St","Killeen","TX","76541-5400","51397"
"Child Development Center","31.73451825037226","-106.30550263729555","Education Service Center Region 19
11670 Chito Samaniego
El Paso, TX 79936-6956
(915)790-4610
","06CH7147","200","Early Head Start","Early Head Start","Education Service Center Region 19","","11670 Chito Samaniego ","El Paso","TX","79936-6956","(915) 790-4782","11670 Chito Samaniego Dr","El Paso","TX","79936-6956","44709"
"Brownwood ISD Infant/Toddler EHS","31.7100647","-98.9796306","Education Service Center Region XV
612 S. Irene St
San Angelo, TX 76903-
(325)481-4061
","06CH7152","201","Early Head Start","Early Head Start","Education Service Center Region XV","","612 S. Irene St ","San Angelo","TX","76903","(325) 481-4067","1100 Avenue D","Brownwood","TX","76801-3455","82897"
"South Side EHS CDC","32.730886","-97.26072899999997","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","200","Early Head Start","Early Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 535-0485","4230 E Rosedale St","Fort Worth","TX","76105-1825","57306"
"John G Jones Learning Center","29.872589","-95.062997","Harris County Department of Education
6300 Irvington Blvd.
Houston, TX 77022-5618
(713)672-9343
","06HP0028","200","Early Head Start","Early Head Start","Harris County Department of Education","","6300 Irvington Blvd. ","Houston","TX","77022-5618","(713) 826-1829","12406 Crosby Lynchburg Rd","Crosby","TX","77532","58070"
"Wee Care Learning Center","30.115399","-97.34743400000002","Cen-Tex Family Services, Inc.
2402 North Main Street
Bastrop, TX 78602-1505
(512)303-7737 - 13
","06HP0008","200","Early Head Start","Early Head Start","Cen-Tex Family Services, Inc.","","2402 North Main Street ","Bastrop","TX","78602-1505","(512) 321-0933","159 Settlement Dr","Bastrop","TX","78602-9620","54854"
"Blanche HS/EHS and CDC","32.7170739","-97.23821399999997","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","200","Early Head Start","Early Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 457-1939","2900 Stalcup Rd","Fort Worth","TX","76119-1546","57305"
"John E. Uxer II EHS","31.89180949769114","-106.43043830555723","Education Service Center Region 19
11670 Chito Samaniego
El Paso, TX 79936-6956
(915)790-4610
","06CH7147","200","Early Head Start","Early Head Start","Education Service Center Region 19","","11670 Chito Samaniego ","El Paso","TX","79936-6956","(915) 791-4920","9776D Kenworthy St","El Paso","TX","79924-6001","44711"
"Camp Wood Head Start/EHS Center","29.66800667632433","-100.00897365026242","AVANCE-SAN ANTONIO, INC
3133 General Hudnell Dr
Ste 130
San Antonio, TX 78226-2027
(210)220-1788 - 223
","06CH7059","200","Early Head Start","Early Head Start","AVANCE-SAN ANTONIO, INC","","3133 General Hudnell Dr Ste 130","San Antonio","TX","78226-2027","(830) 597-6295","301 E 2nd St","Camp Wood","TX","78833","30810"
"Harris-Ross Head Start 0-5","30.5688783","-97.42371960000003","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES
604 High Tech Drive
Georgetown, TX 78626-
(512)763-1400 - 37
","06CH7173","200","Early Head Start","Early Head Start","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES","","604 High Tech Drive ","Georgetown","TX","78626","(1) 512-365","303�Ferguson Street
PO Box 369","Taylor","TX","76574","49727"
"Early Scholars Learning Center","27.7563443","-98.0756111","Community Action Corporation of South Texas
204 East 1st Street
P.O. Drawer 1820
Alice, TX 78333-1820
(361)664-0145 - 2025
","06CH010327","200","Early Head Start","Early Head Start","Community Action Corporation of South Texas","","204 East 1st Street P.O. Drawer 1820","Alice","TX","78333-1820","(361) 717-1228","627 N King St","Alice","TX","78332-4660","85537"
"Beacon Bay Head Start/Early Head Start","26.0726106","-97.22509250000002","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","200","Early Head Start","Early Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","","1650 Hwy 100","Port Isabel","TX","78578-4624","53881"
"Center for Transforming Lives Rosie K. Mauk Child Development Center","32.7529095","-97.33494669999999","Center for Transforming Lives
512 W 4th St
Fort Worth, TX 76102-3613
(817)332-6191
","06HP0025","200","Early Head Start","Early Head Start","Center for Transforming Lives","","512 W 4th St ","Fort Worth","TX","76102-3613","(817) 484-1560","512 W 4th St","Fort Worth","TX","76102-3613","54537"
"Borger - Home-based - PCS","35.6757789","-101.3898772","REGION 16 EDUCATION SERVICE CENTER
5800 Bell St
Amarillo, TX 79109-6230
(806)677-5300
","06CH10104","200","Early Head Start","Early Head Start","REGION 16 EDUCATION SERVICE CENTER","","5800 Bell St ","Amarillo","TX","79109-6230","(806) 898-0562","922 N Main St","Borger","TX","79007-3535","57357"
"Uvalde EHS","29.2101651","-99.78962330000002","AVANCE-SAN ANTONIO, INC
3133 General Hudnell Dr
Ste 130
San Antonio, TX 78226-2027
(210)220-1788 - 223
","06CH7059","200","Early Head Start","Early Head Start","AVANCE-SAN ANTONIO, INC","","3133 General Hudnell Dr Ste 130","San Antonio","TX","78226-2027","(830) 278-3999","219 W Nopal St","Uvalde","TX","78801-5224","49167"
"Good Samaritan Child Development Center","29.411495","-98.53921689999999","AVANCE-San Antonio, Inc.
3133 General Hudnell Dr
Ste 130
San Antonio, TX 78226-2027
(210)220-1788 - 223
","06HP0013","200","Early Head Start","Early Head Start","AVANCE-San Antonio, Inc.","","3133 General Hudnell Dr Ste 130","San Antonio","TX","78226-2027","(210) 434-5531","1600 Saltillo St","San Antonio","TX","78207-6842","58902"
"ChildCare Network #197","32.674247","-97.11621589999999","CHILDCAREGROUP
1420 W MOCKINGBIRD LANE
SUITE 300
DALLAS, TX 75247-4973
(214)630-7911
","06HP0007","200","Early Head Start","Early Head Start","CHILDCAREGROUP","","1420 W MOCKINGBIRD LANE SUITE 300","DALLAS","TX","75247-4973","(817) 557-6900","717 W Stephens St","Arlington","TX","76017-5810","55176"
"Adelina Fritz Early Learning Center","29.460778","-98.6043229","PARENT & CHILD INC.
1223 Brady Blvd
San Antonio, TX 78207-7926
(210)475-5006
","06CH7178","200","Early Head Start","Early Head Start","PARENT & CHILD INC.","","1223 Brady Blvd ","San Antonio","TX","78207-7926","","6030 Farragut Dr","San Antonio","TX","78238-5001","52834"
"Ramiro Davila, Sr., CDC","27.2294128","-98.1518658","Community Action Corporation of South Texas
204 East 1st Street
P.O. Drawer 1820
Alice, TX 78333-1820
(361)664-0145 - 2025
","06CH010327","200","Early Head Start","Early Head Start","Community Action Corporation of South Texas","","204 East 1st Street P.O. Drawer 1820","Alice","TX","78333-1820","(361) 325-3287","608/610 San Saba","Falfurrias","TX","78355","82372"
"Humble EHS CCP","29.9924553","-95.2556714","Motivation Education & Training, Inc.
22551 Gene Campbell Blvd
New Caney, TX 77357-
(281)689-5544 - 223
","06HP0016","200","Early Head Start","Early Head Start","Motivation Education & Training, Inc.","","22551 Gene Campbell Blvd ","New Caney","TX","77357","(832) 995-5916","150 Isaacks Rd","Humble","TX","77338-4960","82108"
"AS Canavan Head Start/Early Head Start","26.40214","-98.9768969","TEXAS MIGRANT COUNCIL
5215 McPherson Rd
Laredo, TX 78041-7326
(956)487-2600
","06CH7181","200","Early Head Start","Early Head Start","TEXAS MIGRANT COUNCIL","","5215 McPherson Rd ","Laredo","TX","78041-7326","(956) 849-1027","3414 4th St","Roma","TX","78584","85678"
"Levelland Building Blocks","33.58762","-102.38327800000002","South Plains Community Action Association, Inc.
411 Austin St
Levelland, TX 79336-4733
(806)894-2207 - 8
","06CH010433","200","Early Head Start","Early Head Start","South Plains Community Action Association, Inc.","","411 Austin St ","Levelland","TX","79336-4733","(806) 894-1804","1303 Houston St
P.O. Box 610 Levelland, TX 79336","Levelland","TX","79336-3313","85854"
"Tulia Child Development Center","34.538174","-101.76128399999999","REGION 16 EDUCATION SERVICE CENTER
5800 Bell St
Amarillo, TX 79109-6230
(806)677-5300
","06CH10104","200","Early Head Start","Early Head Start","REGION 16 EDUCATION SERVICE CENTER","","5800 Bell St ","Amarillo","TX","79109-6230","(806) 995-2786","134 N Bowie Ave","Tulia","TX","79088-2326","57353"
"New Beginnings Child Development Center","29.57929","-96.33025699999996","Cen-Tex Family Services, Inc.
2402 North Main Street
Bastrop, TX 78602-1505
(512)303-7737 - 13
","06HP0008","200","Early Head Start","Early Head Start","Cen-Tex Family Services, Inc.","","2402 North Main Street ","Bastrop","TX","78602-1505","(979) 234-2785","1001 Schley St","Eagle Lake","TX","77434-2736","54851"
