Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"825877","","Lindas Little Kids","1621 WATERFORD DR ","LEWISVILLE","TX","75077","DENTON",972-317-9572,"Licensed Child-Care Home","Full Permit",4/1/2003,12,"linda@lindaslittlekids.com","222077","","Y","Y","Y","N"
"530923","","Lisa Brewer","833 SAINT MARTIN ST ","CORPUS CHRISTI","TX","78418","NUECES",361-549-6188,"Licensed Child-Care Home","Full Permit",2/3/1999,12,"","151288","","Y","Y","Y","Y"
"816816","","Lisa Country Kids","4229 F M 580 E ","LAMPASAS","TX","76550","LAMPASAS",512-556-6651,"Licensed Child-Care Home","Full Permit",11/26/2002,12,"larrynlisadavis@gmail.com","205145","","Y","Y","Y","Y"
"1375110","","Lisa McCarty","1907 OVERBROOK CIR ","MISSOURI CITY","TX","77459","FORT BEND",281-509-1020,"Licensed Child-Care Home","Full Permit",4/16/2012,12,"","940689","","Y","Y","Y","Y"
"1614257","","Lisa's Kids Preschool & Daycare","628 TUMBLEWEED DR ","FORNEY","TX","75126","KAUFMAN",972-564-6677,"Licensed Child-Care Home","Full Permit",8/5/2016,12,"","1230618","","Y","Y","Y","Y"
"1322966","","Lisa's Little Ones","3430 CARRIAGE HOUSE DR ","RICHMOND","TX","77406","FORT BEND",281-342-4633,"Licensed Child-Care Home","Full Permit",11/30/2011,12,"theorsaks@earthlink.net","877628","","Y","Y","Y","Y"
"817447","","Lisas Learning Center","204 E OAKDALE ST ","KEENE","TX","76059","JOHNSON",817-558-0261,"Licensed Child-Care Home","Full Permit",10/14/2002,12,"tlcnparrish@sbcglobal.net","206366","","Y","Y","Y","Y"
"510327","","Little Angel","1106 BRENTWOOD DR ","PLANO","TX","75075","COLLIN",972-424-3262,"Licensed Child-Care Home","Full Permit",8/1/1995,12,"","137483","","Y","Y","Y","Y"
"536417","","Little Angel II","1304 AMHERST DR ","PLANO","TX","75075","COLLIN",972-423-1737,"Licensed Child-Care Home","Full Permit",10/27/1998,12,"taustin.littleangel@gmail.com","155543","","Y","Y","Y","Y"
"533141","","Little Angels","114 EHLINGER DR ","BRYAN","TX","77801","BRAZOS",979-775-5175,"Licensed Child-Care Home","Full Permit",5/22/1998,12,"dsodhi@aol.com","153034","","Y","Y","Y","Y"
"1180448","","Little Angels Christian Daycare","132 C R 3107 ","OMAHA","TX","75571","MORRIS",903-645-4725,"Licensed Child-Care Home","Full Permit",2/10/2011,12,"","704209","","Y","Y","Y","Y"
"1509093","","Little Beginnings","2802 WESTWOOD DR ","KILLEEN","TX","76549","BELL",254-618-5198,"Licensed Child-Care Home","Full Permit",8/23/2013,12,"tydmitch@gmail.com","1104587","","Y","Y","Y","Y"
"1508705","","Little Bison Academy","215 S MERRILL ST ","BUFFALO","TX","75831","LEON",903-390-7997,"Licensed Child-Care Home","Full Permit",8/15/2013,12,"scadams_298@msn.com","1104065","","N","Y","Y","Y"
"1477207","","Little Blessings","501 RODEO RD ","GRAHAM","TX","76450","YOUNG",940-229-2344,"Licensed Child-Care Home","Full Permit",1/30/2013,12,"","1064929","","Y","Y","Y","Y"
"1478146","","Little Blessings","1635 NAVARRO CIR ","CORSICANA","TX","75110","NAVARRO",903-851-7228,"Licensed Child-Care Home","Full Permit",2/20/2013,12,"","1066049","","Y","Y","Y","Y"
"872953","","Little Blessings Home Child Care","1210 DOVER ST ","DENTON","TX","76209","DENTON",940-387-6420,"Licensed Child-Care Home","Full Permit",12/17/2007,12,"","315913","","Y","Y","Y","Y"
"1395586","","Little Creations Child Care","518 DERBY LN ","MISSOURI CITY","TX","77489","FORT BEND",346-252-7953,"Licensed Child-Care Home","Full Permit",6/25/2012,12,"","964349","","Y","Y","Y","Y"
"1510572","","Little Fish N the Sea School House","6704 WICKLOW ST ","ARLINGTON","TX","76002","TARRANT",817-468-9566,"Licensed Child-Care Home","Full Permit",7/23/2013,12,"roslynferrell@att.net","1106453","","Y","Y","Y","Y"
"1508859","","Little Friends","2101 MCPHERSON DR ","PORT LAVACA","TX","77979","CALHOUN",361-935-2138,"Licensed Child-Care Home","Full Permit",9/12/2013,12,"","1104297","","Y","Y","Y","Y"
"1603058","","Little Golden Playschool","1407 SEVILLA ST ","PHARR","TX","78577","HIDALGO",956-685-5360,"Licensed Child-Care Home","Full Permit",8/16/2016,12,"","1218763","","Y","Y","Y","Y"
"1514897","","Little Hands Day Care","7970 KHOURI CIR ","EL PASO","TX","79915","EL PASO",915-799-8458,"Licensed Child-Care Home","Full Permit",11/14/2013,12,"pattylu0911@hotmail.com","1111421","","Y","Y","Y","Y"
"525886","","Little Hands Day Care","5808 N 23RD LN ","MCALLEN","TX","78504","HIDALGO",956-537-2007,"Licensed Child-Care Home","Full Permit",4/5/2001,12,"rosieperez2@yahoo.com","148947","","Y","Y","Y","Y"
"1063446","","Little Harvard Learning Academy","104 W LOOP 374 ","PALMVIEW","TX","78572","HIDALGO",956-598-7107,"Licensed Child-Care Home","Full Permit",5/21/2010,12,"normacoronado5@hotmail.com","557328","","Y","Y","Y","Y"
"1291666","","Little Honey Pots Childcare","2711 MOONMIST CV ","ROUND ROCK","TX","78665","WILLIAMSON",512-494-4780,"Licensed Child-Care Home","Full Permit",8/24/2011,12,"kimrlee30@yahoo.com","838208","","Y","Y","Y","Y"
"1559560","","Little Leaps Home Daycare","2907 LAWRENCE RD ","WICHITA FALLS","TX","76309","WICHITA",940-224-3091,"Licensed Child-Care Home","Full Permit",9/8/2015,12,"idobelive87@yahoo.com","1171465","","Y","Y","Y","Y"
"1048387","","Little Lions Academy","808 CASA LINDA ST ","ENNIS","TX","75119","ELLIS",972-878-2121,"Licensed Child-Care Home","Full Permit",4/30/2010,12,"","539590","","Y","Y","Y","Y"
"509783","","Little Lucy's Child Care Home","1314 LONSDALE AVE ","DALLAS","TX","75217","DALLAS",214-398-1912,"Licensed Child-Care Home","Full Permit",4/12/1995,12,"","137048","","Y","Y","Y","Y"
"826321","","Little Lullabies Daycare","3701 ORCHID AVE ","MCALLEN","TX","78504","HIDALGO",956-212-1479,"Licensed Child-Care Home","Full Permit",11/7/2003,12,"jram163101@aol.com","222984","","Y","Y","Y","Y"
"1520197","","Little Polar Bear Learning Center","6110 BLAYNEY DR ","KILLEEN","TX","76549","BELL",254-251-0080,"Licensed Child-Care Home","Full Permit",12/20/2013,12,"info@lpblc.com","1117463","","Y","Y","Y","Y"
"1411907","","Little Rascals Child Care","3619 CEDAR AVE ","LAREDO","TX","78040","WEBB",956-286-6889,"Licensed Child-Care Home","Full Permit",9/13/2012,12,"trevinoisabel@hotmail.com","983608","","Y","Y","Y","Y"
"406334","","Little Rascals Childcare","502 N MAIN ST ","DONNA","TX","78537","HIDALGO",956-464-6540,"Licensed Child-Care Home","Full Permit",6/26/1995,12,"karen1961adams@gmail.com","119710","","N","Y","Y","Y"
"414441","","Little Rascals Day Care","104 E AVENUE I ","ROBSTOWN","TX","78380","NUECES",361-387-7115,"Licensed Child-Care Home","Full Permit",12/8/1992,12,"RoseGonzalez56@yahoo.com","125291","","Y","Y","Y","Y"
"903112","","Little Scholars Day School","7625 BUFORD DR ","DALLAS","TX","75241","DALLAS",972-863-9139,"Licensed Child-Care Home","Full Permit",4/27/2009,12,"fjcrowder@sbcglobal.net","364320","","Y","Y","Y","Y"
"1536406","","Little Shapes Daycare","3916 TIERRA MARFIL RD ","EL PASO","TX","79938","EL PASO",915-329-1460,"Licensed Child-Care Home","Full Permit",11/12/2014,12,"","1140273","","Y","Y","Y","Y"
"1322529","","Little Smurf's Daycare","2405 ELMIRA AVE ","MCALLEN","TX","78503","HIDALGO",956-664-9730,"Licensed Child-Care Home","Full Permit",12/21/2011,12,"janiemendez25@yahoo.com","877138","","Y","Y","Y","Y"
"1439188","","Little Smurfs Child Care","1802 FORMOSA AVE ","DONNA","TX","78537","HIDALGO",956-464-8723,"Licensed Child-Care Home","Full Permit",11/9/2012,12,"","1016533","","Y","Y","Y","Y"
"1534527","","Little Sprouts","1019 RED OAK LN ","DIBOLL","TX","75941","ANGELINA",936-239-8232,"Licensed Child-Care Home","Full Permit",7/23/2015,12,"christisalmasi22@gmail.com","1137590","","Y","Y","Y","Y"
"892894","","Little Star's Place","3414 SAPLING OAK DR ","HOUSTON","TX","77082","HARRIS",281-788-0565,"Licensed Child-Care Home","Full Permit",10/13/2008,12,"","350723","","Y","Y","Y","Y"
"1417747","","Little Stars Childcare Home","15502 LYNFORD CREST DR ","HOUSTON","TX","77083","FORT BEND",281-924-5431,"Licensed Child-Care Home","Full Permit",9/19/2012,12,"","989508","","Y","Y","Y","Y"
"1521587","","Little Steps Daycare","5902 N SEMINARY RD ","EDINBURG","TX","78541","HIDALGO",956-207-7541,"Licensed Child-Care Home","Full Permit",3/4/2014,12,"","1119526","","Y","Y","Y","Y"
"1632535","","Little Sunshine Academy","2202 MOON VALLEY RD ","HARKER HEIGHTS","TX","76548","BELL",254-462-6939,"Licensed Child-Care Home","Full Permit",1/2/2017,12,"littlesunshineacademy2015@gmail.com","1253415","","Y","Y","Y","Y"
"1062406","","Little Twins Child Care","16908 THORNTREE CT ","JUSTIN","TX","76247","DENTON",940-594-6874,"Licensed Child-Care Home","Full Permit",4/30/2010,12,"magdabuhake@yahoo.com","556168","","Y","Y","Y","Y"
"1488766","","Liz Place","1710 CARRIAGE RUN CT ","FRESNO","TX","77545","FORT BEND",713-962-5297,"Licensed Child-Care Home","Full Permit",2/26/2013,12,"","1079708","","Y","Y","Y","Y"
"896108","","Lizette Rodriguez dba Luna's Day Care","901 W DIPPER AVE ","PHARR","TX","78577","HIDALGO",956-783-4345,"Licensed Child-Care Home","Full Permit",11/25/2008,12,"","355553","","Y","Y","Y","Y"
"523959","","Locke Nest Monsters","334 ANGUS ","ONALASKA","TX","77360","POLK",936-646-4677,"Licensed Child-Care Home","Full Permit",3/26/1997,12,"","147537","","Y","Y","Y","Y"
"1155066","","London Bridges Child Care Home","3004 SAN MARTIN DR ","ARLINGTON","TX","76010","TARRANT",817-773-2107,"Licensed Child-Care Home","Full Permit",12/28/2010,12,"","672068","","Y","Y","Y","Y"
"983086","","Loretta Johnson","4811 COTTONWOOD ST ","AUSTIN","TX","78744","TRAVIS",512-524-5651,"Licensed Child-Care Home","Full Permit",10/12/2009,12,"","463188","","Y","Y","Y","Y"
"1506093","","Lorraine Velazquez-Roman","9759 MISTY PLAIN DR ","SAN ANTONIO","TX","78245","BEXAR",210-902-5301,"Licensed Child-Care Home","Full Permit",6/27/2013,12,"littlelolearningcenter@hotmail.com","1100847","","Y","Y","Y","Y"
"1529008","","Los Angelitos Home Daycare","454 COLDRIDGE VALLEY PL ","EL PASO","TX","79928","EL PASO",915-852-1536,"Licensed Child-Care Home","Full Permit",1/10/2014,12,"ramirezfamily8552@att.net","1129832","","Y","Y","Y","Y"
"1539541","","Lovely Day Child Care","8720 WOOD HOMESTEAD DR ","DALLAS","TX","75249","DALLAS",972-855-7274,"Licensed Child-Care Home","Full Permit",1/5/2015,12,"","1144762","","Y","Y","Y","Y"
"1543494","","Loving & Learning Childcare","1533 MIMS ST ","FORT WORTH","TX","76112","TARRANT",682-433-3256,"Licensed Child-Care Home","Full Permit",1/26/2015,12,"","1150657","","Y","Y","Y","Y"
"418934","","Loving Hearts Home Day Care","4708 ACORN CREEK TRL ","KILLEEN","TX","76542","BELL",254-690-2621,"Licensed Child-Care Home","Full Permit",5/5/1999,12,"cajoneagle@aol.com","129108","","Y","Y","Y","Y"
"1542888","","Loving in Home Daycare Vilma Mitchell","505 TRIBAL RD ","PLANO","TX","75023","COLLIN",469-371-6854,"Licensed Child-Care Home","Full Permit",12/11/2014,12,"itadallas22@yahoo.com","1149868","","Y","Y","Y","Y"
"1350382","","Loving Learning Preschool","1345 NEANS DR ","AUSTIN","TX","78758","TRAVIS",512-873-0114,"Licensed Child-Care Home","Full Permit",4/13/2012,12,"lovinglearningpreschool@gmail.com","912068","","N","Y","Y","Y"
"1180186","","Loving Touch Child Care","1411 GLASHOLM DR ","HOUSTON","TX","77073","HARRIS",281-788-0854,"Licensed Child-Care Home","Full Permit",1/11/2011,12,"","703828","","Y","Y","Y","Y"
"514294","","Lucy's Day Care","1811 NORA DR ","EDINBURG","TX","78539","HIDALGO",956-316-2328,"Licensed Child-Care Home","Full Permit",6/30/1999,12,"evelingarza@hotmail.com","140334","","Y","Y","Y","Y"
"500748","","Lupita's  Day  Care","1405 W F ST ","MISSION","TX","78572","HIDALGO",956-581-5636,"Licensed Child-Care Home","Full Permit",7/23/1996,12,"mariamenchaca49@yahoo.com","130883","","Y","Y","Y","Y"
"870814","","Lynns Play Station","2210 16TH ST ","VERNON","TX","76384","WILBARGER",940-552-7047,"Licensed Child-Care Home","Full Permit",3/21/2007,12,"","313034","","Y","Y","Y","Y"
"558970","","Madelens Home Care","6239 ARAPAHO RD ","EL PASO","TX","79905","EL PASO",915-244-0441,"Licensed Child-Care Home","Full Permit",2/12/2002,12,"","173098","","Y","Y","Y","Y"
"856847","","Magic Child Development Day Care","3016 NYSSA AVE ","MCALLEN","TX","78501","HIDALGO",956-821-1822,"Licensed Child-Care Home","Full Permit",9/1/2006,12,"magicchild2006@att.net","288346","","Y","Y","Y","Y"
"816600","","Magic Times Child Care","2704 CHACOTA ST ","LAREDO","TX","78046","WEBB",956-727-0318,"Licensed Child-Care Home","Full Permit",9/10/2002,12,"sara.saldana@yahoo.com","204736","","Y","Y","Y","Y"
"869540","","Mama Chelos","1627 W HILDEBRAND AVE ","SAN ANTONIO","TX","78201","BEXAR",210-735-3514,"Licensed Child-Care Home","Full Permit",9/10/2007,12,"","311212","","Y","Y","Y","Y"
"535440","","Mama Grace Playhouse","908 S WALNUT ST ","PEARSALL","TX","78061","FRIO",830-334-4904,"Licensed Child-Care Home","Full Permit",9/14/1998,12,"","154785","","Y","Y","Y","Y"
"1067106","","Mamaws Child Care","3029 OLD HICKORY TRL ","FOREST HILL","TX","76140","TARRANT",817-551-3868,"Licensed Child-Care Home","Full Permit",7/2/2010,12,"westerwu@aol.com","561388","","Y","Y","Y","Y"
"1582116","","Maple Tree Home Daycare","6807 MANOR TERRACE LN ","RICHMOND","TX","77469","FORT BEND",281-832-9164,"Licensed Child-Care Home","Full Permit",1/4/2016,12,"","1195660","","Y","Y","Y","Y"
"961768","","Mara's Little Bears Day Care","6002 S RIVERA ST ","PHARR","TX","78577","HIDALGO",956-787-9549,"Licensed Child-Care Home","Full Permit",8/20/2009,12,"mara.garcia97@yahoo.com","437590","","Y","Y","Y","Y"
"507017","","Marcias Day Care","3421 TARKIO RD ","PLANO","TX","75074","COLLIN",972-423-7097,"Licensed Child-Care Home","Full Permit",10/31/1994,12,"","135077","","Y","Y","Y","Y"
"1352926","","Margaret M Cole","805 KERR ST ","BRENHAM","TX","77833","WASHINGTON",979-830-1053,"Licensed Child-Care Home","Full Permit",4/17/2012,12,"","914688","","Y","Y","Y","Y"
"842977","","Margies Day Care","12127 SAINT CRISPIN ","EL PASO","TX","79936","EL PASO",915-500-6098,"Licensed Child-Care Home","Full Permit",10/26/2004,12,"margiecamacho8927@gmail.com","258744","","Y","Y","Y","Y"
"538044","","Margies Home Day Care","3200 MCKINLEY AVE ","EL PASO","TX","79930","EL PASO",915-566-3899,"Licensed Child-Care Home","Full Permit",2/1/1999,12,"","156797","","Y","Y","Y","Y"
"891730","","Maria's Child Care","10527 GLENWOLDE DR ","HOUSTON","TX","77099","HARRIS",832-681-6139,"Licensed Child-Care Home","Full Permit",10/22/2008,12,"","348918","","Y","Y","Y","Y"
"1057466","","Marilyn Holloway dba Tia's Kids Cabin","2221 KLATTENHOFF DR ","AUSTIN","TX","78728","TRAVIS",512-535-2111,"Licensed Child-Care Home","Full Permit",10/6/2009,12,"","550228","","Y","Y","Y","Y"
"1110307","","Marjorie Gonzales Happy Hearts","3235 CLOVERLEAF DR ","WACO","TX","76706","MCLENNAN",254-709-1666,"Licensed Child-Care Home","Full Permit",5/9/2011,12,"marjgonz1@gmail.com","615472","","Y","Y","Y","N"
"521214","","Marquez Day Care","1440 FRANCESCA DR ","EL PASO","TX","79936","EL PASO",915-856-0332,"Licensed Child-Care Home","Full Permit",9/25/1996,12,"marquez_daycare@yahoo.com","145483","","Y","Y","Y","Y"
"1467506","","Martha Robles","3329 DUNGARVAN DR ","EL PASO","TX","79925","EL PASO",915-598-0568,"Licensed Child-Care Home","Full Permit",11/16/2012,12,"marthasdaycare1@gmail.com","1052368","","Y","Y","Y","Y"
"1426466","","Martina's Growing Angels","222 REMINGTON RIDGE DR ","HOUSTON","TX","77073","HARRIS",281-982-3331,"Licensed Child-Care Home","Full Permit",3/28/2012,12,"","1000108","","Y","Y","Y","Y"
"858748","","Martinez Day Care","317 W UNIVERSITY AVE ","WAXAHACHIE","TX","75165","ELLIS",214-399-7801,"Licensed Child-Care Home","Full Permit",10/25/2006,12,"","291903","","Y","Y","Y","Y"
"504157","","Mary's Day Care","5406 N HIAWATHA DR ","PHARR","TX","78577","HIDALGO",956-702-0712,"Licensed Child-Care Home","Full Permit",4/18/1996,12,"","133176","","Y","Y","Y","Y"
"556030","","Mary's Go Round Day Care","4507 HORTON PL ","SAN ANTONIO","TX","78214","BEXAR",210-928-2787,"Licensed Child-Care Home","Full Permit",3/12/2002,12,"mary.bonilla@att.net","170878","","Y","Y","Y","Y"
"1506946","","Mary's Little Lambs CC","24781 CHAMPIONS DR ","HARLINGEN","TX","78552","CAMERON",956-491-2934,"Licensed Child-Care Home","Full Permit",7/19/2013,12,"","1101830","","Y","Y","Y","Y"
"540033","","Marys Home  Day Care","209 E 3RD ST ","KEENE","TX","76059","JOHNSON",817-645-3597,"Licensed Child-Care Home","Full Permit",8/23/1999,12,"","158344","","Y","Y","Y","Y"
"1535573","","McGhee Family Daycare","6910 BRANDFORD RD ","ROWLETT","TX","75089","DALLAS",214-259-5300,"Licensed Child-Care Home","Full Permit",9/24/2014,12,"jessica@mcgheefamilydaycare.com","1139042","","Y","Y","Y","Y"
"1442326","","Medeas House of Play","8609 GLADWOOD LN ","DALLAS","TX","75243","DALLAS",972-876-0590,"Licensed Child-Care Home","Full Permit",11/13/2012,12,"medeashouseofplay@yahoo.com","1020668","","Y","Y","Y","Y"
"1561972","","Melindas House","5530 PINE PL ","AUSTIN","TX","78744","TRAVIS",512-206-6791,"Licensed Child-Care Home","Full Permit",9/16/2015,9,"meldelrfh@yahoo.com","1174756","","Y","Y","Y","Y"
"836523","","Mellisas Country Playhouse","3023 GOODSON LOOP ","PINEHURST","TX","77362","MONTGOMERY",281-259-9728,"Licensed Child-Care Home","Full Permit",3/1/2004,12,"mellisaclampitt@aol.com","244583","","Y","Y","Y","Y"
"512272","","Melly's Day Care","3109 N 24TH 1/2 ST ","MCALLEN","TX","78501","HIDALGO",956-683-9909,"Licensed Child-Care Home","Full Permit",1/6/2000,12,"","138852","","Y","Y","Y","Y"
"555947","","Melly's Group Day Care Home 2","2401 SYCAMORE AVE ","MCALLEN","TX","78501","HIDALGO",956-928-1505,"Licensed Child-Care Home","Full Permit",8/8/2001,12,"","170809","","Y","Y","Y","Y"
"812690","","Mendoza Home Day Care","8777 CATHEDRAL CIR ","EL PASO","TX","79907","EL PASO",915-859-1202,"Licensed Child-Care Home","Full Permit",4/29/2002,12,"edlin01mendoza@yahoo.com","197287","","Y","Y","Y","Y"
"507457","","Mesa Hills Home Child Care","527 IRONDALE DR ","EL PASO","TX","79912","EL PASO",915-581-2189,"Licensed Child-Care Home","Full Permit",10/19/1994,12,"","135383","","Y","Y","Y","Y"
"953806","","Mi Escuelita","103 S AVE P ","LUBBOCK","TX","79401","LUBBOCK",806-771-7408,"Licensed Child-Care Home","Full Permit",9/17/2009,12,"","427010","","Y","Y","Y","Y"
"1348087","","Mi Escuelita Home Daycare","1812 WILD WILLOW TRL ","FORT WORTH","TX","76134","TARRANT",682-708-5034,"Licensed Child-Care Home","Full Permit",1/4/2012,12,"gutierrez.daniel@sbcglobal.net","909270","","Y","Y","Y","Y"
"832153","","Michelle's Playhouse","3909 XANTHISMA AVE ","MCALLEN","TX","78504","HIDALGO",956-687-5769,"Licensed Child-Care Home","Full Permit",3/23/2004,12,"","234742","","Y","Y","Y","Y"
"1351368","","Michelles Daycare","1245 SPANISH MOSS DR ","SAVANNAH","TX","76227","DENTON",940-453-5023,"Licensed Child-Care Home","Full Permit",2/2/2012,12,"michellehicks70@gmail.com","913130","","Y","Y","Y","Y"
"1520526","","Mickey's Day Care","9493 FM 1421 ","BROWNSVILLE","TX","78520","CAMERON",956-590-7877,"Licensed Child-Care Home","Full Permit",1/17/2014,12,"","1117961","","Y","Y","Y","Y"
"815259","","MiMi Day Care","7323 FLAMELEAF PL ","DALLAS","TX","75249","DALLAS",972-296-0239,"Licensed Child-Care Home","Full Permit",9/16/2002,12,"minn2girls@yahoo.com","202212","","Y","Y","Y","Y"
"530578","","Mimis Day Care","333 GUS RALLIS DR ","EL PASO","TX","79932","EL PASO",915-581-5262,"Licensed Child-Care Home","Full Permit",12/12/1997,12,"","151006","","Y","Y","Y","Y"
"904394","","Minda Day Care","2441 NANCY MCDONALD DR ","EL PASO","TX","79936","EL PASO",915-307-2016,"Licensed Child-Care Home","Full Permit",2/18/2009,12,"","365634","","Y","Y","Y","Y"
"1499534","","Miracle Angel Daycare Center","10556 W WESTLAND DR ","ODESSA","TX","79764","ECTOR",432-385-7430,"Licensed Child-Care Home","Full Permit",10/5/2012,12,"","1093535","","N","Y","Y","Y"
"1500656","","Miracles From Above","5111 DEWEY ST ","WICHITA FALLS","TX","76306","WICHITA",940-855-7707,"Licensed Child-Care Home","Full Permit",10/1/2012,12,"","1094812","","Y","Y","Y","Y"
"1251926","","Miss Jackies Home Daycare","300 ALLENWOOD DR ","ALLEN","TX","75002","COLLIN",214-785-7158,"Licensed Child-Care Home","Full Permit",6/28/2011,12,"jackieshelton@rocketmail.com","789248","","Y","Y","Y","Y"
"418636","","Miss Janes","414 ANGELO BLVD ","SAN ANGELO","TX","76901","TOM GREEN",325-653-6016,"Licensed Child-Care Home","Full Permit",7/2/1993,12,"jvwilha@suddenlink.net","128836","","Y","Y","Y","Y"
"966626","","Miss Lisas Day Care","5222 JAMAICA DR ","WICHITA FALLS","TX","76310","WICHITA",940-232-4665,"Licensed Child-Care Home","Full Permit",7/31/2009,12,"","443288","","Y","Y","Y","Y"
"176334","","Miss Marys Day Care","565 FM 60 W ","SOMERVILLE","TX","77879","BURLESON",979-596-1009,"Licensed Child-Care Home","Full Permit",7/15/1987,12,"murphy-mary@hotmail.com","98751","","Y","Y","Y","Y"
"520952","","Miss Pams Toddler Care","2119 JACQUELINE DR ","DENTON","TX","76205","DENTON",940-387-2717,"Licensed Child-Care Home","Full Permit",9/25/1996,12,"pam_bleigh@yahoo.com","145284","","Y","Y","Y","Y"
"1505240","","Miss Pepper's Place","3800 LASKER AVE ","WACO","TX","76707","MCLENNAN",254-498-8947,"Licensed Child-Care Home","Full Permit",6/18/2013,12,"","1099959","","Y","Y","Y","Y"
"1582018","","Misty Ware","1603 CITY VIEW DR ","WICHITA FALLS","TX","76306","WICHITA",940-757-2769,"Licensed Child-Care Home","Full Permit",2/11/2016,12,"","1195567","","Y","Y","Y","Y"
"1618097","","Mo's Quality Childcare","2919 FOREST BND ","BRYAN","TX","77801","BRAZOS",979-704-2435,"Licensed Child-Care Home","Full Permit",11/3/2016,12,"mosqualitychildcare@gmail.com","1235300","","Y","Y","Y","Y"
"226690","","Mommie Marthas Darlings","1315 CRESTVIEW ST ","WACO","TX","76710","MCLENNAN",254-756-3969,"Licensed Child-Care Home","Full Permit",5/7/1987,12,"","103362","","Y","Y","Y","Y"
"1477886","","Mommy @ Work Daycare","228 S PRADO RD ","EL PASO","TX","79907","EL PASO",915-859-3860,"Licensed Child-Care Home","Full Permit",2/26/2013,12,"mommyatworkdaycare@aol.com","1065709","","Y","Y","Y","Y"
"851324","","Mommy's Daycare","2915 EMORY LOOP ","LAREDO","TX","78043","WEBB",956-753-6377,"Licensed Child-Care Home","Full Permit",1/3/2006,12,"mommysdaycare_01@yahoo.com","276767","","Y","Y","Y","Y"
"559419","","Monica Tovar","2304 TREYBURN CT ","PLANO","TX","75075","COLLIN",972-422-5849,"Licensed Child-Care Home","Full Permit",12/13/2001,12,"","173419","","Y","Y","Y","Y"
"1619723","","Monica's Daycare","18015 FEATHERFIELD LN ","RICHMOND","TX","77407","FORT BEND",832-519-5481,"Licensed Child-Care Home","Full Permit",10/4/2016,12,"","1237354","","Y","Y","Y","Y"
"223592","","Monicas","202 E 7TH ST ","CAMERON","TX","76520","MILAM",254-697-4392,"Licensed Child-Care Home","Full Permit",10/7/1991,12,"monicargarrison@hotmail.com","102967","","Y","Y","Y","Y"
"116537","","Monikas Child Day Care","802 W LINCOLN AVE ","COPPERAS COVE","TX","76522","CORYELL",254-547-6782,"Licensed Child-Care Home","Full Permit",12/12/1986,12,"meemaw143@yahoo.com","96156","","Y","Y","Y","Y"
"411839","","Moores Child Care","3308 PAINTROCK DR ","KILLEEN","TX","76549","BELL",254-289-5574,"Licensed Child-Care Home","Full Permit",8/18/1998,12,"ubymore@yahoo.com","123370","","Y","Y","Y","Y"
"249641","","Morgans Day Care","1126 OLD MCDADE RD ","ELGIN","TX","78621","BASTROP",512-281-4566,"Licensed Child-Care Home","Full Permit",1/8/1993,12,"","108707","","Y","Y","Y","Y"
"812431","","Mother Goose Home Day Care","118 NEUMANN DR ","MARLIN","TX","76661","FALLS",254-803-9759,"Licensed Child-Care Home","Full Permit",11/30/2001,12,"","196713","","Y","Y","Y","Y"
"1514803","","Mrs Lisas Daycare","2320 C R 3310 S ","DEKALB","TX","75559","BOWIE",903-733-7797,"Licensed Child-Care Home","Full Permit",11/26/2013,12,"lisaloftin41@yahoo.com","1111272","","Y","Y","Y","Y"
"882661","","Mrs Tabs","3007 NORWOOD HILL RD ","AUSTIN","TX","78723","TRAVIS",512-926-5661,"Licensed Child-Care Home","Full Permit",3/27/2008,12,"","331511","","Y","Y","Y","Y"
"1594983","","Mrs. Jenniffer's Child Care","524 PORTER AVE ","CROWLEY","TX","76036","TARRANT",817-946-4646,"Licensed Child-Care Home","Full Permit",4/11/2016,12,"","1210794","","Y","Y","Y","Y"
"924728","","Mrs. Rosie's Day Care","3901 BLUEBIRD AVE ","MCALLEN","TX","78504","HIDALGO",956-631-1878,"Licensed Child-Care Home","Full Permit",6/11/2009,12,"","389269","","Y","Y","Y","Y"
"1552826","","Mrs. Sally's Day Care","2601 TUSCAN VIEW DR ","FORT WORTH","TX","76131","TARRANT",817-793-9745,"Licensed Child-Care Home","Full Permit",4/28/2015,12,"","1162353","","Y","Y","Y","Y"
"1541262","","Mrs. Vital's Vision Academy","307 VOLUTE DR ","ROSHARON","TX","77583","FORT BEND",281-915-5087,"Licensed Child-Care Home","Full Permit",12/11/2014,12,"","1147464","","N","Y","Y","Y"
"508917","","Ms Bettys Home Daycare","3201 CLOVERMEADOW DR ","FORT WORTH","TX","76123","TARRANT",817-294-4770,"Licensed Child-Care Home","Full Permit",3/12/1995,12,"chasebetty@att.net","136427","","Y","Y","Y","Y"
"828375","","Ms Cristinas Family Group Day Home","4742 MOLINA DR ","CORPUS CHRISTI","TX","78416","NUECES",361-853-6726,"Licensed Child-Care Home","Full Permit",12/8/2003,12,"","226850","","Y","Y","Y","Y"
"410392","","Ms Pams Child Care","1517 RICE RD ","RIESEL","TX","76682","MCLENNAN",254-896-2260,"Licensed Child-Care Home","Full Permit",4/8/1996,12,"","122370","","Y","Y","Y","Y"
