"name","latitude","longitude","grantee","grantNumber","delegateNo","centerType","programType","programDelegateName","programMainPhoneNumber","programAddress","programCity","programState","programZipCode","phone","address","city","state","zip","id"
"Cove Sun Head Start","31.1135539","-97.90133100000003","Hill Country Community Action Association, Inc.
2905 W Wallace St
San Saba, TX 76877-3840
(325)372-5167 - 242
","06CH010151","000","Head Start","Head Start","Hill Country Community Action Association, Inc.","","2905 W Wallace St ","San Saba","TX","76877-3840","(254) 547-0769","1105 Leonhard St","Copperas Cove","TX","76522-3677","57751"
"Hamilton Head Start","31.7012322","-98.1262769","Hill Country Community Action Association, Inc.
2905 W Wallace St
San Saba, TX 76877-3840
(325)372-5167 - 242
","06CH010151","000","Head Start","Head Start","Hill Country Community Action Association, Inc.","","2905 W Wallace St ","San Saba","TX","76877-3840","(254) 386-8936","400 S College St
P.O. Box 127","Hamilton","TX","76531-2108","57752"
"Cameron Head Start","30.85179012511375","-96.98036362753908","Hill Country Community Action Association, Inc.
2905 W Wallace St
San Saba, TX 76877-3840
(325)372-5167 - 242
","06CH010151","000","Head Start","Head Start","Hill Country Community Action Association, Inc.","","2905 W Wallace St ","San Saba","TX","76877-3840","(254) 697-4240","PO Box 1264
1402 Austin St.","Cameron","TX","76520-8264","57753"
"Fairfield Head Start","31.7127499","-96.16263229999998","Hill Country Community Action Association, Inc.
2905 W Wallace St
San Saba, TX 76877-3840
(325)372-5167 - 242
","06CH010151","000","Head Start","Head Start","Hill Country Community Action Association, Inc.","","2905 W Wallace St ","San Saba","TX","76877-3840","(903) 389-2022","920 S Bateman Rd
P.O. Box 924","Fairfield","TX","75840-2902","57755"
"Hillsboro Head Start","31.9981424","-97.13193280000002","Hill Country Community Action Association, Inc.
2905 W Wallace St
San Saba, TX 76877-3840
(325)372-5167 - 242
","06CH010151","000","Head Start","Head Start","Hill Country Community Action Association, Inc.","","2905 W Wallace St ","San Saba","TX","76877-3840","(254) 582-8611","804B Thomas St
P.O. Box 937","Hillsboro","TX","76645-2869","57756"
"LLano Head Start","30.7423788","-98.67549889999998","Hill Country Community Action Association, Inc.
2905 W Wallace St
San Saba, TX 76877-3840
(325)372-5167 - 242
","06CH010151","000","Head Start","Head Start","Hill Country Community Action Association, Inc.","","2905 W Wallace St ","San Saba","TX","76877-3840","(325) 247-4644","104 E Lampasas St","Llano","TX","78643-2726","57758"
"San Saba Head Start","31.1932327","-98.72760879999998","Hill Country Community Action Association, Inc.
2905 W Wallace St
San Saba, TX 76877-3840
(325)372-5167 - 242
","06CH010151","000","Head Start","Head Start","Hill Country Community Action Association, Inc.","","2905 W Wallace St ","San Saba","TX","76877-3840","(325) 372-3181","901 W Storey St","San Saba","TX","76877-5525","57759"
"Gatesville 3 Head Start","31.434961","-97.75401699999998","Hill Country Community Action Association, Inc.
2905 W Wallace St
San Saba, TX 76877-3840
(325)372-5167 - 242
","06CH010151","000","Head Start","Head Start","Hill Country Community Action Association, Inc.","","2905 W Wallace St ","San Saba","TX","76877-3840","(254) 865-5555","1111 W Main St","Gatesville","TX","76528-1122","57760"
"Delegate Site-deSantiago EC/PK Head Start Ct","29.9347369","-95.3656876","Aldine Independent School District
2520 Ww Thorne Blvd
Houston, TX 77073-3406
(281)985-7469
","06CH10133","001","Head Start","Head Start","Aldine Independent School District","","2520 Ww Thorne Blvd ","Houston","TX","77073-3406","(281) 985-7500","1420 Aldine Meadows Rd","Houston","TX","77032-2916","57868"
"Delegate Site-Hinojosa EC/PK & Head Start Ct","29.9131324","-95.36319100000003","Aldine Independent School District
2520 Ww Thorne Blvd
Houston, TX 77073-3406
(281)985-7469
","06CH10133","001","Head Start","Head Start","Aldine Independent School District","","2520 Ww Thorne Blvd ","Houston","TX","77073-3406","(281) 985-4750","1620 Lauder Rd","Houston","TX","77039-3026","57869"
"Delegate Site-Keeble EC/PK & Head Start Ctr.","29.8892534","-95.3975261","Aldine Independent School District
2520 Ww Thorne Blvd
Houston, TX 77073-3406
(281)985-7469
","06CH10133","001","Head Start","Head Start","Aldine Independent School District","","2520 Ww Thorne Blvd ","Houston","TX","77073-3406","(281) 878-6860","203 W Gulf Bank Rd","Houston","TX","77037-2322","57870"
"Delegate Site-Vines EC/PK & Head Start Ctr.","29.866015","-95.45407999999998","Aldine Independent School District
2520 Ww Thorne Blvd
Houston, TX 77073-3406
(281)985-7469
","06CH10133","001","Head Start","Head Start","Aldine Independent School District","","2520 Ww Thorne Blvd ","Houston","TX","77073-3406","(281) 878-7950","7220 Inwood Park Dr","Houston","TX","77088-7559","57871"
"Hal Rose Head Start","31.100908","-97.34665799999999","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","000","Head Start","Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 899-1949","610 W Barton Ave","Temple","TX","76501-4236","57901"
"Belle Oaks Head Start","31.0427057","-97.45302859999998","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","000","Head Start","Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 939-9335","800 Shady Ln
Apt 733","Belton","TX","76513-4059","57903"
"Belton Head Start","31.0406154","-97.46671509999999","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","000","Head Start","Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 939-2510","1640 S Wall St","Belton","TX","76513-4371","57904"
"Dickson Head Start","31.0905165","-97.36314440000001","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","000","Head Start","Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 215-6181","1100 S 33rd St","Temple","TX","76504-5238","57905"
"Harker Heights Head Start","31.0902799","-97.66845039999998","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","000","Head Start","Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 690-1325","200 Harley Dr","Harker Heights","TX","76548-1120","57909"
"Holland Head Start","30.8782423","-97.40166970000001","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","000","Head Start","Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 657-0187","506 Josephine St","Holland","TX","76534","57910"
"Killeen Downtown Head Start","31.125316","-97.72835099999998","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","000","Head Start","Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 501-9232","802 N 2nd St","Killeen","TX","76541-4711","57913"
"Killeen Trimmier Head Start","31.1053248","-97.72662889999998","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","000","Head Start","Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 213-2613","1020 Trimmier Rd","Killeen","TX","76541-8029","57915"
"Marlboro Heights Head Start","31.1019598","-97.70925450000004","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","000","Head Start","Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 690-8333","918 Rev R A Abercrombie Dr","Killeen","TX","76543-4905","57916"
"Meridith Dunbar Head Start","31.0815872","-97.32893179999996","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","000","Head Start","Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 215-6759","1717 E Avenue J","Temple","TX","76501-8414","57917"
"Moss Rose Head Start","31.1179912","-97.72224919999996","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","000","Head Start","Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 634-1886","101 N 20th St","Killeen","TX","76541-5400","57918"
"Saulsbury-Jean Wilson Children's Center","31.090565","-97.328708","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","000","Head Start","Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 778-7311","206 S 24th St","Temple","TX","76501-4731","57919"
"Troy Head Start","31.1984385","-97.2933276","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH010149","000","Head Start","Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 938-2570","902 E Austin St","Troy","TX","76579-2642","57920"
"North Early Learning Center","30.109532","-93.73806990000003","West Orange-Cove Consolidated  I.S.D.
801 Cordrey St
Orange, TX 77630-3420
(409)882-5434
","06CH010172","000","Head Start","Head Start","West Orange-Cove Consolidated  I.S.D.","","801 Cordrey St ","Orange","TX","77630-3420","(409) 882-5434","801 Cordrey St","Orange","TX","77630-3420","58363"
"Silver Lake - GCISD","32.9525005","-97.07397859999998","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 251-5750","1301 N Dooley St","Grapevine","TX","76051-2922","58811"
"Timberline-GCISD","32.9134134","-97.11673329999996","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 251-5770","3220 Timberline Dr","Grapevine","TX","76051-3834","58813"
"Guadalupe Elementary","33.5978826","-101.85322580000002","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-5500","101 N Avenue P","Lubbock","TX","79401-1146","58851"
"Rush Elementary","33.583379","-101.91340600000001","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-6700","4702 15th St","Lubbock","TX","79416-4813","58852"
"Whiteside Elementary","33.5256637","-101.92675350000002","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-7300","7508 Albany Ave","Lubbock","TX","79424-2510","58853"
"Wright Elementary","33.626483","-101.84990600000003","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-7700","1302 Adrian St","Lubbock","TX","79403-1710","58854"
"Carrizo Springs","28.532714","-99.86235490000001","Kids Are First, Inc
2208 N 1st St
Carrizo Springs, TX 78834-2036
(830)876-9265
","06CH9980","000","Head Start","Head Start","Kids Are First, Inc","","2208 N 1st St ","Carrizo Springs","TX","78834-2036","(830) 876-9293","1206 N 13th St","Carrizo Springs","TX","78834-1612","58961"
"Pearsall Center","28.8885109","-99.10597280000002","Kids Are First, Inc
2208 N 1st St
Carrizo Springs, TX 78834-2036
(830)876-9265
","06CH9980","000","Head Start","Head Start","Kids Are First, Inc","","2208 N 1st St ","Carrizo Springs","TX","78834-2036","(830) 334-9290","803 W Frio St","Pearsall","TX","78061-2034","58963"
"Cotulla Center","28.4274034","-99.2279709","Kids Are First, Inc
2208 N 1st St
Carrizo Springs, TX 78834-2036
(830)876-9265
","06CH9980","000","Head Start","Head Start","Kids Are First, Inc","","2208 N 1st St ","Carrizo Springs","TX","78834-2036","(830) 879-4524","908 Martinez","Cotulla","TX","78014-2722","58965"
"Rosita Valley","28.6371717","-100.42875249999997","Kids Are First, Inc
2208 N 1st St
Carrizo Springs, TX 78834-2036
(830)876-9265
","06CH9980","000","Head Start","Head Start","Kids Are First, Inc","","2208 N 1st St ","Carrizo Springs","TX","78834-2036","(830) 757-4432","811 Rosita Valley Rd","Eagle Pass","TX","78852-2572","58967"
"LBJ Center","28.6904581","-100.48876849999999","Kids Are First, Inc
2208 N 1st St
Carrizo Springs, TX 78834-2036
(830)876-9265
","06CH9980","000","Head Start","Head Start","Kids Are First, Inc","","2208 N 1st St ","Carrizo Springs","TX","78834-2036","(830) 757-4425","590 Avenida Linares","Eagle Pass","TX","78852-6691","58970"
"Seco Mines Center","28.749011","-100.498898","Kids Are First, Inc
2208 N 1st St
Carrizo Springs, TX 78834-2036
(830)876-9265
","06CH9980","000","Head Start","Head Start","Kids Are First, Inc","","2208 N 1st St ","Carrizo Springs","TX","78834-2036","(830) 758-0871","2917 Sanchez Ave.","Eagle Pass","TX","78852-3004","58972"
"Las Colonias","28.6840865","-100.47107920000002","Kids Are First, Inc
2208 N 1st St
Carrizo Springs, TX 78834-2036
(830)876-9265
","06CH9980","000","Head Start","Head Start","Kids Are First, Inc","","2208 N 1st St ","Carrizo Springs","TX","78834-2036","(830) 758-0757","2494 El Indio Hwy","Eagle Pass","TX","78852-6615","58974"
"Bartlett Early Head Start","30.797487080391807","-97.4350848641235","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES
604 High Tech Drive
Georgetown, TX 78626-
(512)763-1400 - 37
","06CH7173","000","Head Start","Head Start","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES","","604 High Tech Drive ","Georgetown","TX","78626","(254) 527-4645","620 W Clark","Bartlett","TX","76511","59014"
"BROWNSBORO CHANDLER ELEMENTARY","32.3119597","-95.48036880000001","REGION VII EDUCATION SERVICE CENTER
1909 N Longview St
Kilgore, TX 75662-6827
(903)988-7600
","06CH7140","000","Head Start","Head Start","REGION VII EDUCATION SERVICE CENTER","","1909 N Longview St ","Kilgore","TX","75662-6827","(903) 849-3400","615 N Broad St","Chandler","TX","75758-9615","59037"
"BROWNSBORO ELEMENTARY","32.2965248","-95.65353849999997","REGION VII EDUCATION SERVICE CENTER
1909 N Longview St
Kilgore, TX 75662-6827
(903)988-7600
","06CH7140","000","Head Start","Head Start","REGION VII EDUCATION SERVICE CENTER","","1909 N Longview St ","Kilgore","TX","75662-6827","(903) 852-6461","12331 State Highway 31 E","Brownsboro","TX","75756-6716","59038"
"CHAPEL HILL KISSAM ELEMENTARY","32.31301750000001","-95.19585560000002","REGION VII EDUCATION SERVICE CENTER
1909 N Longview St
Kilgore, TX 75662-6827
(903)988-7600
","06CH7140","000","Head Start","Head Start","REGION VII EDUCATION SERVICE CENTER","","1909 N Longview St ","Kilgore","TX","75662-6827","(903) 566-8334","12800 State Highway 64 E","Tyler","TX","75707-5334","59040"
"St. James Episcopal Austin","30.2826886","-97.6731332","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 926-4214","1941 Webberville Rd","Austin","TX","78721-1679","59041"
"CE Vail Head Start","26.1530535","-97.82613379999998","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 797-2000","209 W Jessamine Ave","La Feria","TX","78559-5158","59081"
"David G. Sanchez Head Start","26.1688542","-97.8242047","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 797-9999","1601 S Main St","La Feria","TX","78559-3019","59082"
"Garden Park Head Start","25.9288896","-97.5200342","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 698-1377","855 Military Rd","Brownsville","TX","78520-4661","59086"
"La Feria Head Start","26.1589644","-97.82388530000003","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 797-9659","400 Industrial Way St","La Feria","TX","78559","59097"
"San Benito Head Start","26.1360537","-97.6288654","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 399-1961","150 W Frances St","San Benito","TX","78586-4508","59099"
"Lytle Primary School","29.233294","-98.79641370000002","Education Service Center, Region 20 Head Start
1314 Hines
San Antonio, TX 78208-1816
(210)370-5663
","06CH010194","000","Head Start","Head Start","Education Service Center, Region 20 Head Start","","1314 Hines ","San Antonio","TX","78208-1816","(830) 709-5146","PO Box 1060
19126 Prairie St.","Lytle","TX","78052-1060","59423"
"La Coste Elementary","29.3228782","-98.82525020000003","Education Service Center, Region 20 Head Start
1314 Hines
San Antonio, TX 78208-1816
(210)370-5663
","06CH010194","000","Head Start","Head Start","Education Service Center, Region 20 Head Start","","1314 Hines ","San Antonio","TX","78208-1816","(830) 985-3421","PO Box 280
16069 Uvalde Street","La Coste","TX","78039-0280","59424"
"Ciavarra Elementary","29.1413108","-98.90511950000001","Education Service Center, Region 20 Head Start
1314 Hines
San Antonio, TX 78208-1816
(210)370-5663
","06CH010194","000","Head Start","Head Start","Education Service Center, Region 20 Head Start","","1314 Hines ","San Antonio","TX","78208-1816","(830) 665-5456","112W N Benton Ave","Devine","TX","78016","59425"
"Potranco Elementary","29.4311903","-98.81291320000003","Education Service Center, Region 20 Head Start
1314 Hines
San Antonio, TX 78208-1816
(210)370-5663
","06CH010194","000","Head Start","Head Start","Education Service Center, Region 20 Head Start","","1314 Hines ","San Antonio","TX","78208-1816","(830) 931-2243","190 County Road 381 S","San Antonio","TX","78253-6945","59426"
"Meyer Elementary","29.3423518","-99.14625439999998","Education Service Center, Region 20 Head Start
1314 Hines
San Antonio, TX 78208-1816
(210)370-5663
","06CH010194","000","Head Start","Head Start","Education Service Center, Region 20 Head Start","","1314 Hines ","San Antonio","TX","78208-1816","(830) 426-7633","2502 Avenue Q","Hondo","TX","78861-2746","59427"
"Alkek Elementary","29.7098738","-99.0571089","Education Service Center, Region 20 Head Start
1314 Hines
San Antonio, TX 78208-1816
(210)370-5663
","06CH010194","000","Head Start","Head Start","Education Service Center, Region 20 Head Start","","1314 Hines ","San Antonio","TX","78208-1816","(830) 796-6289","PO Box 727
173 South","Bandera","TX","78003-0727","59428"
"Natalia Early Childhood Center","29.1830956","-98.84730239999999","Education Service Center, Region 20 Head Start
1314 Hines
San Antonio, TX 78208-1816
(210)370-5663
","06CH010194","000","Head Start","Head Start","Education Service Center, Region 20 Head Start","","1314 Hines ","San Antonio","TX","78208-1816","(830) 663-6853","PO Box 548
8th and Pearson","Natalia","TX","78059-0548","59429"
"Castroville Elementary","29.3542667","-98.88239010000001","Education Service Center, Region 20 Head Start
1314 Hines
San Antonio, TX 78208-1816
(210)370-5663
","06CH010194","000","Head Start","Head Start","Education Service Center, Region 20 Head Start","","1314 Hines ","San Antonio","TX","78208-1816","(830) 931-2117","1000 Madrid St","Castroville","TX","78009-3810","59430"
"Hill Country Elementary","29.650818","-98.94258300000001","Education Service Center, Region 20 Head Start
1314 Hines
San Antonio, TX 78208-1816
(210)370-5663
","06CH010194","000","Head Start","Head Start","Education Service Center, Region 20 Head Start","","1314 Hines ","San Antonio","TX","78208-1816","(830) 535-5105","6346 FM 1283","Pipe Creek","TX","78063-6148","59431"
"Kendall County Head Start","29.7843962","-98.73154840000001","BCFS Education Services
216 W Highland St
Boerne, TX 78006-2620
(830)928-1175
","06CH010213","000","Head Start","Head Start","BCFS Education Services","","216 W Highland St ","Boerne","TX","78006-2620","(830) 331-8908","216 W Highland Dr","Boerne","TX","78006-2620","59432"
"Dumas Morningside","35.8590677","-101.96109189999999","REGION 16 EDUCATION SERVICE CENTER
5800 Bell St
Amarillo, TX 79109-6230
(806)677-5300
","06CH10104","000","Head Start","Head Start","REGION 16 EDUCATION SERVICE CENTER","","5800 Bell St ","Amarillo","TX","79109-6230","(806) 935-4153","623 Powell Ave","Dumas","TX","79029-4642","59905"
"Lewis Elementary","29.9658397","-95.47541539999997","AVANCE - Houston, Inc.
4281 Dacoma St
Houston, TX 77092-8607
(713)812-0033 - 115
","06CH10133","000","Head Start","Head Start","AVANCE - Houston, Inc.","","4281 Dacoma St ","Houston","TX","77092-8607","","3230 Spears Rd","Houston","TX","77067-5241","60065"
"Floresville North","29.221707","-98.252183","BCFS Education Services
1240 W Oaklawn Rd
Ste 101B
Pleasanton, TX 78064-4305
(830)928-1175
","06CH7073","000","Head Start","Head Start","BCFS Education Services","","1240 W Oaklawn Rd Ste 101B","Pleasanton","TX","78064-4305","","14905 FM 775","Floresville","TX","78114-6221","80041"
"Floresville South Elementary School","29.1479405","-98.1502352","BCFS Education Services
1240 W Oaklawn Rd
Ste 101B
Pleasanton, TX 78064-4305
(830)928-1175
","06CH7073","000","Head Start","Head Start","BCFS Education Services","","1240 W Oaklawn Rd Ste 101B","Pleasanton","TX","78064-4305","(830) 593-5325","2000 Tiger Ln","Floresville","TX","78114-2120","80043"
"Comfort Elementary School","29.9712411","-98.915065","BCFS Education Services
216 W Highland St
Boerne, TX 78006-2620
(830)928-1175
","06CH010213","000","Head Start","Head Start","BCFS Education Services","","216 W Highland St ","Boerne","TX","78006-2620","(830) 995-6400","327 High Street","Comfort","TX","78013","80162"
"Ayala Center","28.4104801","-97.7467882","BCFS Education Services
815 N Tyler St
Beeville, TX 78102-4135
(210)801-7009
","06CH9976","000","Head Start","Head Start","BCFS Education Services","","815 N Tyler St ","Beeville","TX","78102-4135","","815 N Tyler St","Beeville","TX","78102-4135","80163"
"Pawnee ISD","28.6524988","-98.0037812","BCFS Education Services
815 N Tyler St
Beeville, TX 78102-4135
(210)801-7009
","06CH9976","000","Head Start","Head Start","BCFS Education Services","","815 N Tyler St ","Beeville","TX","78102-4135","","6229 FM 798","Pawnee","TX","78145","80164"
"Goliad ISD","28.6705372","-97.3931858","BCFS Education Services
815 N Tyler St
Beeville, TX 78102-4135
(210)801-7009
","06CH9976","000","Head Start","Head Start","BCFS Education Services","","815 N Tyler St ","Beeville","TX","78102-4135","","142 W High St","Goliad","TX","77963-3984","80165"
"George West","28.3281044","-98.1169076","BCFS Education Services
815 N Tyler St
Beeville, TX 78102-4135
(210)801-7009
","06CH9976","000","Head Start","Head Start","BCFS Education Services","","815 N Tyler St ","Beeville","TX","78102-4135","","911 Burleson St","George West","TX","78022-3495","80166"
"Refugio Center","28.3258455","-97.2930991","BCFS Education Services
815 N Tyler St
Beeville, TX 78102-4135
(210)801-7009
","06CH9976","000","Head Start","Head Start","BCFS Education Services","","815 N Tyler St ","Beeville","TX","78102-4135","","224 Fairgrounds Rd
# B","Refugio","TX","78377-4571","80167"
"Skidmore","28.2525843","-97.6829146","BCFS Education Services
815 N Tyler St
Beeville, TX 78102-4135
(210)801-7009
","06CH9976","000","Head Start","Head Start","BCFS Education Services","","815 N Tyler St ","Beeville","TX","78102-4135","","300 South 6th Street","Skidmore","TX","78389","80168"
"Fredericksburg ISD","30.260541","-98.879632","BCFS Education Services
1605 E Main St
Ste A
Fredericksburg, TX 78624-5466
(830)928-1175
","06CH010076","000","Head Start","Head Start","BCFS Education Services","","1605 E Main St Ste A","Fredericksburg","TX","78624-5466","(830) 997-9551","1110 S Adams St","Fredericksburg","TX","78624-5004","80170"
"Johnson City Head Start Center","30.2787018","-98.4075558","BCFS Education Services
1605 E Main St
Ste A
Fredericksburg, TX 78624-5466
(830)928-1175
","06CH010076","000","Head Start","Head Start","BCFS Education Services","","1605 E Main St Ste A","Fredericksburg","TX","78624-5466","(830) 868-7111","304 N Lbj Dr","Johnson City","TX","78636-4974","80172"
"Ridgemont EHS/HS","29.5904839","-95.4615371","NEIGHBORHOOD CENTERS, INC.
4500 Bissonnet St Ste 200
Bellaire, TX 77401-3113
(713)273-3211
","06CH10136","000","Head Start","Head Start","NEIGHBORHOOD CENTERS, INC.","","4500 Bissonnet St Ste 200 ","Bellaire","TX","77401-3113","(281) 634-6748","5353 Ridge Creek Cir","Houston","TX","77053-4573","80641"
"Mission Bend HS","29.6899267","-95.6730607","NEIGHBORHOOD CENTERS, INC.
4500 Bissonnet St Ste 200
Bellaire, TX 77401-3113
(713)273-3211
","06CH10136","000","Head Start","Head Start","NEIGHBORHOOD CENTERS, INC.","","4500 Bissonnet St Ste 200 ","Bellaire","TX","77401-3113","(281) 327-6108","16200 Beechnut St","Houston","TX","77083-5320","80643"
"Hunters Glen HS","29.6018639","-95.513049","NEIGHBORHOOD CENTERS, INC.
4500 Bissonnet St Ste 200
Bellaire, TX 77401-3113
(713)273-3211
","06CH10136","000","Head Start","Head Start","NEIGHBORHOOD CENTERS, INC.","","4500 Bissonnet St Ste 200 ","Bellaire","TX","77401-3113","","8295 Independence Blvd","Missouri City","TX","77489-3265","80644"
"Education Complex EHS/HS","29.5963971","-95.5240824","NEIGHBORHOOD CENTERS, INC.
4500 Bissonnet St Ste 200
Bellaire, TX 77401-3113
(713)273-3211
","06CH10136","000","Head Start","Head Start","NEIGHBORHOOD CENTERS, INC.","","4500 Bissonnet St Ste 200 ","Bellaire","TX","77401-3113","(281) 327-6110","1557 Independence Blvd","Missouri City","TX","77489-3104","80645"
"GCCAC Head Start @ 4700 Broadway","29.2941247","-94.8198146","Galveston County Community Action Council, Inc.
4700 Broadway Stuite C109
P.O. Box 3206
Galveston, TX 77551-4241
(409)762-9019
","06CH7159","000","Head Start","Head Start","Galveston County Community Action Council, Inc.","","4700 Broadway Stuite C109 P.O. Box 3206","Galveston","TX","77551-4241","(409) 789-4648","4700 Broadway St
Ste G-100","Galveston","TX","77551-4241","80649"
"JP Cowen Sweetwater","32.4688745","-100.4161102","Region 14 Education Service Center
1850 State Highway 351
Abilene, TX 79601-4750
(325)675-8631
","06CH010075","000","Head Start","Head Start","Region 14 Education Service Center","","1850 State Highway 351 ","Abilene","TX","79601-4750","(325) 235-3482","700 W 4th St","Sweetwater","TX","79556-4321","80715"
"Fenfield Child Early Learning Center","29.3617014","-98.5514351","Parent Child Incorporated
1223 Brady Boulevard
San Antonio, TX 78207-7328
(210)475-5006
","06CH7071","000","Head Start","Head Start","Parent Child Incorporated","","1223 Brady Boulevard ","San Antonio","TX","78207-7328","","324 Fenfield Ave","San Antonio","TX","78211-2918","81168"
"Fifth Street HS","29.5990445","-95.5557316","NEIGHBORHOOD CENTERS, INC.
4500 Bissonnet St Ste 200
Bellaire, TX 77401-3113
(713)273-3211
","06CH10136","000","Head Start","Head Start","NEIGHBORHOOD CENTERS, INC.","","4500 Bissonnet St Ste 200 ","Bellaire","TX","77401-3113","","3110 5th St
# A","Stafford","TX","77477-6706","81198"
