"Operation #","Agency Number","Operation/Caregiver Name","Address","City","State","Zip","County","Phone","Type","Status","Issue Date","Capacity","Email Address","Facility ID","Monitoring Frequency","Infant","Toddler","Preschool","School","Lat","Long"
"1545102","","YMCA Hillcrest PDS","4225 PINE AVE ","WACO","TX","76710","MCLENNAN","254-753-5437","Licensed Center - School Age Program","Full Permit","2/12/2015","100","","1152784","","N","N","Y","Y","37.3006752","-121.8882869"
"1634010","","YMCA Howard Norman Elementary","101 LLANO RIVER TRL ","HUTTO","TX","78634","WILLIAMSON","512-615-5563","Licensed Center - Before/After School Program","Initial","8/18/2016","150","","1255210","","N","N","Y","Y","33.162739","-96.7258519"
"1496473","","YMCA Imagine International Academy","2860 VIRGINIA PKWY ","MCKINNEY","TX","75071","COLLIN","469-348-9622","Licensed Center - Before/After School Program","Full Permit","2/15/2013","35","","1089512","","N","N","N","Y","33.1985069317099","-96.6578361490701"
"1634139","","YMCA Joe Lee Johnson Elementary","2800 SAULS DR ","AUSTIN","TX","78728","TRAVIS","512-615-5563","Licensed Center - Before/After School Program","Initial","8/22/2016","80","","1255323","","N","N","N","Y","30.456133","-97.6803439"
"1544851","","YMCA Kendrick Elementary","1801 KENDRICK LN ","WACO","TX","76711","MCLENNAN","254-753-5437","Licensed Center - School Age Program","Full Permit","2/23/2015","60","","1152495","","N","N","Y","Y","28.0697748569703","-81.9849073045851"
"1545083","","YMCA La Vega Learning Center","900 ASHLEMAN ST ","WACO","TX","76705","MCLENNAN","254-753-5437","Licensed Center - School Age Program","Full Permit","5/4/2015","80","","1152764","","N","N","N","Y","31.591129","-97.100045"
"1544889","","YMCA Lorena Elementary","420 N HOUSTON ST ","LORENA","TX","76655","MCLENNAN","254-723-6635","Licensed Center - School Age Program","Full Permit","7/7/2015","80","","1152536","","N","N","Y","Y","32.6759901020408","-95.7153238571429"
"1579657","","YMCA McCoy Elementary","401 BELAIRE ","GEORGETOWN","TX","78628","WILLIAMSON","512-615-5563","Licensed Center - Before/After School Program","Full Permit","8/21/2015","75","mellerbrock@ymcagwc.org","1193424","","N","N","N","Y","32.2907019","-90.1006413"
"1579019","","YMCA Mitchell Elementary","1601 ROCKRIDE LN ","GEORGETOWN","TX","78626","WILLIAMSON","512-615-5563","Licensed Center - Before/After School Program","Full Permit","8/12/2015","75","","1192842","","N","N","Y","Y","0","0"
"1482086","","YMCA of Abilene- Preschool Center","3026 S 32ND ST ","ABILENE","TX","79605","TAYLOR","325-437-7804","Licensed Center - Child Care Program","Full Permit","2/15/2013","123","knygard@abileneymca.org","1071288","","N","Y","Y","Y","33.4479871","-112.0129081"
"851546","809","YMCA of Arlington @ Mary Jo Sheppard Elementary","1701 FM 1187 ","MANSFIELD","TX","76063","TARRANT","817-275-8418","Licensed Center - School Age Program","Full Permit","2/9/2006","119","emiliem@amaymca.org","277223","","N","N","N","Y","32.5778605","-97.3173617"
"1539643","","YMCA of Arlington Central Family Center","2200 S DAVIS DR ","ARLINGTON","TX","76013","TARRANT","817-274-9622","Licensed Center - Before/After School Program","Full Permit","6/11/2015","60","michelec@amaymca.org","1144968","","N","N","N","Y","32.708792","-97.123433"
"1416106","","YMCA of Austin- Hays Communities Branch","465 BUDA SPORTSPLEX DR ","BUDA","TX","78610","HAYS","512-523-0099","Licensed Center - Child Care Program","Full Permit","10/8/2012","25","jennifer.jenkins@austinymca.org","987769","","N","N","Y","Y","30.0995087346939","-97.8800383061224"
"1592802","","YMCA of Greater Houston @ Red Duke Elementary","2900 COUNTY ROAD 59 ","MANVEL","TX","77578","BRAZORIA","281-485-6805","Licensed Center - Before/After School Program","Full Permit","5/12/2016","75","emma.jensen@ymcahouston.org","1208332","","N","N","N","Y","40.391135","-83.9740429"
"852360","2729","YMCA Of Greater Houston Area - Harvey Brown","16550 WALLISVILLE RD ","HOUSTON","TX","77049","HARRIS","281-458-7777","Licensed Center - School Age Program","Full Permit","4/7/2006","60","Consuelo.Moses@ymcahouston.org","278926","","N","N","N","Y","29.791567","-95.2686709"
"852368","2729","YMCA Of Greater Houston Area - Williamson Elementary","6720 NEW FOREST PKWY ","HOUSTON","TX","77049","HARRIS","281-458-3205","Licensed Center - School Age Program","Full Permit","4/7/2006","60","Consuelo.Moses@ymcahouston.org","278943","","N","N","Y","Y","29.8209405084805","-95.1781581126585"
"1629309","","YMCA of Metropolitan Dallas Park Cities Rise School","6000 PRESTON RD ","DALLAS","TX","75205","DALLAS","214-373-7473","Licensed Center - Child Care Program","Initial","9/9/2016","65","","1249317","","Y","Y","Y","Y","38.8360933","-77.0819712"
"1631144","1027","YMCA Pease","1700 MAGNOLIA AVE ","MIDLAND","TX","79705","MIDLAND","432-682-2551","Licensed Center - Before/After School Program","Initial","8/11/2016","80","","1251637","","N","N","N","Y","34.043128","-118.286267"
"1579739","","YMCA Pickett Elementary","1100 THOUSAND OAKS BLVD ","GEORGETOWN","TX","78628","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","8/21/2015","150","","1193563","","N","N","N","Y","30.6145036565657","-97.6964728787879"
"873937","2729","YMCA Prime Time @ Oppe","2915 81ST ST ","GALVESTON","TX","77554","GALVESTON","409-763-4607","Licensed Center - School Age Program","Full Permit","6/20/2007","50","jamih@ymcahouston.org","317136","","N","N","Y","Y","33.5206906","-101.8747259"
"873938","2729","YMCA Prime Time @ Parker","6802 JONES DR ","GALVESTON","TX","77551","GALVESTON","409-763-4607","Licensed Center - School Age Program","Full Permit","6/20/2007","80","jamih@ymcahouston.org","317137","","N","N","Y","Y","32.717187","-97.1333259"
"1503073","10651","YMCA Prime Time C O Chandler","5105 GUY GRANT RD ","VICTORIA","TX","77904","VICTORIA","361-571-1544","Licensed Center - Before/After School Program","Full Permit","6/26/2013","68","mcavazos@ymcavictoria.org","1097432","","N","N","Y","Y","28.8536251084609","-96.9945107000393"
"1522602","10651","YMCA Prime Time Crain","2706 N AZALEA ST ","VICTORIA","TX","77901","VICTORIA","361-220-0316","Licensed Center - School Age Program","Full Permit","2/19/2014","102","mcavazos@ymcavictoria.org","1120927","","N","N","Y","Y","28.827103","-96.9904879"
"1548563","10651","YMCA Prime Time O'Connor","3402 BOBOLINK ST ","VICTORIA","TX","77901","VICTORIA","361-484-9140","Licensed Center - School Age Program","Full Permit","4/16/2015","39","mcavazos@ymcavictoria.org","1157065","","N","N","Y","Y","28.7985466666667","-96.9676901666667"
"510556","1027","YMCA PTA Care Greathouse","5701 GREATHOUSE ","MIDLAND","TX","79707","MIDLAND","432-682-2551","Licensed Center - Before/After School Program","Full Permit","2/15/1995","70","","137650","","N","N","Y","Y","32.0326456","-102.1600509"
"1578816","","YMCA Purl Elementary","1700 LAUREL ST ","GEORGETOWN","TX","78626","WILLIAMSON","512-615-5563","Licensed Center - Before/After School Program","Full Permit","8/12/2015","150","","1192660","","N","N","Y","Y","37.7886491","-122.4504984"
"229553","","YMCA Redbud Park","3125 S 32ND ST ","ABILENE","TX","79605","TAYLOR","325-695-3400","Licensed Center - Child Care Program","Full Permit","9/30/1987","221","","103726","","N","N","N","Y","33.4479871","-112.0129081"
"1544882","","YMCA Robinson Elementary","154 PEPLOW DR ","ROBINSON","TX","76706","MCLENNAN","254-753-5437","Licensed Center - School Age Program","Full Permit","7/7/2015","85","","1152521","","N","N","Y","Y","31.4791863278309","-97.1229370916606"
"1038346","","YMCA Ronald Reagan Elementary School","1700 E PARK ST ","CEDAR PARK","TX","78613","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","2/22/2010","150","","527608","","N","N","N","Y","41.6795588","-83.5414878"
"829913","1027","YMCA Santa Rita Afterschool Program","5306 WHITMAN DR ","MIDLAND","TX","79705","MIDLAND","432-682-2551","Licensed Center - Before/After School Program","Full Permit","2/9/2004","60","","230174","","N","N","Y","Y","33.2017853","-96.7577719"
"1634632","","YMCA South Waco Elementary","2104 GURLEY LN ","WACO","TX","76706","MCLENNAN","254-753-5437","Licensed Center - Before/After School Program","Initial","9/27/2016","68","","1255843","","N","N","Y","Y","31.5234265425551","-97.1211073400331"
"1579682","","YMCA Village Elementary","400 VILLAGE COMMONS BLVD ","GEORGETOWN","TX","78633","WILLIAMSON","512-615-5563","Licensed Center - Before/After School Program","Full Permit","8/21/2015","75","","1193482","","N","N","N","Y","30.7008316","-97.7115857"
"1545114","","YMCA West Elementary","209 N HARRISON ST ","WEST","TX","76691","MCLENNAN","254-753-5437","Licensed Center - School Age Program","Full Permit","5/1/2015","100","","1152811","","N","N","N","Y","35.2932399990128","-93.742816772519"
"1578690","","YMCA Williams Elementary","507 E UNIVERSITY AVE ","GEORGETOWN","TX","78626","WILLIAMSON","512-615-5563","Licensed Center - Before/After School Program","Full Permit","8/12/2015","75","","1192482","","N","N","Y","Y","41.6002853846154","-93.6122183846154"
"878732","2729","YMCA Woodcreek Elementary","1155 WOODCREEK BEND LN ","KATY","TX","77494","FORT BEND","281-234-0100","Licensed Center - School Age Program","Full Permit","3/26/2008","85","","324092","","N","N","N","Y","29.7666893","-95.832877318135"
"541518","5031","YMCA Youth Center","2600 SPUR 325 ","WICHITA FALLS","TX","76306","WICHITA","940-855-2301","Licensed Center - Child Care Program","Full Permit","11/29/1999","255","belinda@ymcawf.org","159538","","Y","Y","Y","Y","33.9485698791088","-98.5179367050876"
"879616","1427","YMCA-Anderson Mill Elementary","10610 SALT MILL HOLW ","AUSTIN","TX","78750","WILLIAMSON","512-615-5563","Licensed Center - Child Care Program","Full Permit","4/17/2008","100","pirish@ymcawilliamsonco.org","325628","","N","N","Y","Y","0","0"
"545434","1427","YMCA-Bagdad Elementary","800 DEERCREEK LN ","LEANDER","TX","78641","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","1/3/2000","80","pirish@ymcawilliamsonco.org","162645","","N","N","N","Y","30.5790166935115","-97.8803900346354"
"879614","","YMCA-Berkman","400 W ANDERSON AVE ","ROUND ROCK","TX","78664","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","3/3/2008","100","pirish@ymcawilliamsonco.org","325622","","N","N","N","Y","33.6429115290301","-112.080189565955"
"1034670","","YMCA-Bill Burden Elementary","315 STONEWALL PKWY ","LIBERTY HILL","TX","78642","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","3/30/2010","75","","523211","","N","N","Y","Y","30.661183","-97.8882497142857"
"559323","1427","YMCA-Blackland Prairie","2105 VIA SONOMA DR ","ROUND ROCK","TX","78665","WILLIAMSON","512-615-5511","Licensed Center - School Age Program","Full Permit","2/8/2002","125","pirish@ymcawilliamsonco.org","173344","","N","N","N","Y","32.85807","-117.2311779"
"530472","1427","YMCA-Blockhouse Creek Elementary","401 CREEK RUN DR ","LEANDER","TX","78641","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","10/23/1997","125","pirish@ymcawilliamsonco.org","150920","","N","N","N","Y","34.13064","-84.4627059"
"879750","","YMCA-Bluebonnet Elementary","1010 CHISHOLM VALLEY DR ","ROUND ROCK","TX","78681","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","6/17/2008","100","pirish@ymcawilliamsonco.org","325848","","N","N","N","Y","30.490832676318","-97.691201125356"
"402915","1427","YMCA-Brushy Creek","3800 STONEBRIDGE DR ","ROUND ROCK","TX","78681","WILLIAMSON","512-428-3085","Licensed Center - School Age Program","Full Permit","3/5/1991","102","pirish@ymcawilliamsonco.org","117772","","N","N","N","Y","42.799683","-71.5277139"
"559325","1427","YMCA-Cactus Ranch Elementary","3201 GOLDENOAK CIR ","ROUND ROCK","TX","78681","WILLIAMSON","512-424-8096","Licensed Center - School Age Program","Full Permit","2/8/2002","150","pirish@ymcawilliamsonco.org","173346","","N","N","N","Y","38.032014","-121.3277539"
"548104","1427","YMCA-Caldwell Heights","4010 EAGLES NEST ST ","ROUND ROCK","TX","78665","WILLIAMSON","512-428-7389","Licensed Center - School Age Program","Full Permit","5/16/2000","125","pirish@ymcawilliamsonco.org","164634","","N","N","N","Y","30.5649546769775","-97.6675628154157"
"901502","1427","YMCA-Callison Elementary","1750 THOMPSON TRL ","ROUND ROCK","TX","78664","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","7/16/2009","150","pirish@ymcawilliamsonco.org","362492","","N","N","N","Y","30.5017487186192","-97.6581353033075"
"531526","1427","YMCA-CC Mason Elementary","1501 N LAKELINE BLVD ","CEDAR PARK","TX","78613","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","2/11/1998","100","pirish@ymcawilliamsonco.org","151752","","N","N","N","Y","30.5219498153732","-97.8540070263186"
"862775","1427","YMCA-Cottonwood Creek Elementary","3160 LIMMER LOOP ","HUTTO","TX","78634","WILLIAMSON","512-365-9622","Licensed Center - School Age Program","Full Permit","1/22/2007","136","pirish@ymcawilliamsonco.org","299395","","N","N","Y","Y","30.5576034197054","-97.5514571826718"
"559324","1427","YMCA-Cox Elementary","1001 BRUSHY CREEK RD ","CEDAR PARK","TX","78613","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","1/31/2002","125","pirish@ymcawilliamsonco.org","173345","","N","N","N","Y","35.8912782656987","-82.1227832618511"
"531521","1427","YMCA-Cypress Elementary","2900 EL SALIDO PKWY ","CEDAR PARK","TX","78613","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","2/11/1998","150","pirish@ymcawilliamsonco.org","151747","","N","N","N","Y","30.4580723","-97.8230156"
"402906","1427","YMCA-Deepwood","705 SAINT WILLIAMS AVE ","ROUND ROCK","TX","78681","WILLIAMSON","512-464-4492","Licensed Center - School Age Program","Full Permit","3/15/1991","75","pirish@ymcawilliamsonco.org","117766","","N","N","N","Y","30.500609905067","-97.6980328069304"
"841161","1427","YMCA-Deer Creek","2420 ZEPPELIN DR ","CEDAR PARK","TX","78613","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","3/17/2005","125","pirish@ymcawilliamsonco.org","254891","","N","N","N","Y","30.48245955","-97.8529249840101"
"402907","1427","YMCA-Doublefile","2400 CHANDLER CREEK BLVD ","ROUND ROCK","TX","78665","WILLIAMSON","512-428-7495","Licensed Center - School Age Program","Full Permit","2/26/1991","100","pirish@ymcawilliamsonco.org","117767","","N","N","N","Y","30.5326234","-97.646448"
"530469","1427","YMCA-Faubion Elementary","1209 CYPRESS CREEK RD ","CEDAR PARK","TX","78613","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","11/26/1997","100","pirish@ymcawilliamsonco.org","150917","","N","N","N","Y","34.7667192442845","-77.7341158227469"
"416715","1427","YMCA-Fern Bluff Elementary","17815 PARK VALLEY DR ","ROUND ROCK","TX","78681","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","8/12/1993","150","pirish@ymcawilliamsonco.org","127211","","N","N","N","Y","30.5163022","-97.720011"
"523985","1427","YMCA-Forest Creek","3805 FOREST CREEK DR ","ROUND ROCK","TX","78664","WILLIAMSON","512-246-7209","Licensed Center - School Age Program","Full Permit","2/10/1997","150","pirish@ymcawilliamsonco.org","147560","","N","N","N","Y","37.556217535878","-77.6568070390007"
"409733","1427","YMCA-Forest North Elementary","13414 BROADMEADE AVE ","AUSTIN","TX","78729","WILLIAMSON","512-246-9622","Licensed Center - Before/After School Program","Full Permit","11/1/1993","75","pirish@ymcawilliamsonco.org","121903","","N","N","N","Y","30.470476","-97.7811389"
"416749","1427","YMCA-Gattis","2920 ROUND ROCK RANCH BLVD ","ROUND ROCK","TX","78665","WILLIAMSON","512-218-9885","Licensed Center - School Age Program","Full Permit","6/16/1993","100","pirish@ymcawilliamsonco.org","127234","","N","N","N","Y","30.4981993015732","-97.6409230884961"
"531797","1427","YMCA-Giddens Elementary","1500 TIMBERWOOD DR ","CEDAR PARK","TX","78613","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","2/10/1998","100","pirish@ymcawilliamsonco.org","151977","","N","N","N","Y","32.719859","-96.8963229"
"901019","1427","YMCA-Grandview Hills Elementary","12024 VISTA PARKE DR ","AUSTIN","TX","78726","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","3/2/2009","125","pirish@ymcawilliamsonco.org","361926","","N","N","N","Y","30.415957","-97.8532912146067"
"533389","1427","YMCA-Great Oaks Elementary","16455 S GREAT OAKS DR ","ROUND ROCK","TX","78681","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","3/30/1998","150","pirish@ymcawilliamsonco.org","153224","","N","N","N","Y","28.736812","-82.2966319"
"503149","1427","YMCA-Hutto Elementary","100 MAGER LN ","HUTTO","TX","78634","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","2/16/1994","85","pirish@ymcawilliamsonco.org","132463","","N","N","Y","Y","30.551016","-97.537466"
"417949","905","YMCA-Jollyville Elementary","6720 CORPUS CHRISTI DR ","AUSTIN","TX","78729","TRAVIS","512-335-1566","Licensed Center - School Age Program","Full Permit","9/16/1993","102","programservices@austinymca.org","128251","","N","N","Y","Y","30.444486","-97.7500009"
"831234","1427","YMCA-Knowles Elementary","2101 COUGAR COUNTRY ","CEDAR PARK","TX","78613","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","2/17/2004","100","pirish@ymcawilliamsonco.org","232892","","N","N","N","Y","29.444628","-98.6982009"
"409743","1427","YMCA-Live Oak Elementary","8607 ANDERSON MILL RD ","AUSTIN","TX","78729","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","4/3/1992","100","pirish@ymcawilliamsonco.org","121912","","N","N","N","Y","36.8801004026846","-79.5268368389262"
"823884","1427","YMCA-Nadine Johnson Elementary School","955 FRONT ST ","HUTTO","TX","78634","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","5/20/2003","115","pirish@ymcawilliamsonco.org","218248","","N","N","Y","Y","42.7626432","-71.4684137"
"538116","1427","YMCA-Naumann Elementary","1201 BRIGHTON BEND LN ","CEDAR PARK","TX","78613","WILLIAMSON","512-246-9620","Licensed Center - School Age Program","Full Permit","2/9/1999","100","pirish@ymcawilliamsonco.org","156854","","N","N","N","Y","30.476453","-97.829338"
"864297","","YMCA-Negley Elementary Afterschool Site","5940 MCNAUGHTON ","KYLE","TX","78640","HAYS","512-236-9622","Licensed Center - School Age Program","Full Permit","4/3/2007","68","programservices@austinymca.org","302275","","N","N","N","Y","30.0116253898779","-97.8844496120279"
"409646","1427","YMCA-Old Town Elementary","2200 CHAPARRAL DR ","ROUND ROCK","TX","78681","WILLIAMSON","512-255-4175","Licensed Center - School Age Program","Full Permit","3/12/1992","125","pirish@ymcawilliamsonco.org","121838","","N","N","N","Y","32.708063","-97.2275919"
"901493","1427","YMCA-Parkside Elementary","301 GARNER PARK DR ","GEORGETOWN","TX","78628","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","2/20/2009","130","ccdesk1@ymcawilliamsonco.org","362472","","N","N","N","Y","30.5781212","-97.770244142432"
"862779","1427","YMCA-Plain Elementary","501 S BROOK DR ","LEANDER","TX","78641","WILLIAMSON","","Licensed Center - School Age Program","Full Permit","2/5/2007","150","pirish@ymcawilliamsonco.org","299404","","N","N","N","Y","30.587111","-97.867972960927"
"841164","1427","YMCA-Pleasant Hill Elementary","1800 HORIZON PARK BLVD ","LEANDER","TX","78641","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","3/17/2005","140","pirish@ymcawilliamsonco.org","254900","","N","N","N","Y","30.557817","-97.836529"
"248490","1427","YMCA-Pond Springs Elementary","7825 ELKHORN MOUNTAIN TRL ","AUSTIN","TX","78729","WILLIAMSON","512-464-4242","Licensed Center - School Age Program","Full Permit","3/9/1990","125","pirish@ymcawilliamsonco.org","108248","","N","N","N","Y","30.4463309","-97.7642633"
"879621","","YMCA-Ray Elementary","225 SWINDOLL LN ","HUTTO","TX","78634","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","5/31/2008","136","pirish@ymcawilliamsonco.org","325637","","N","N","Y","Y","44.9749848","-122.9675549"
"1546507","","YMCA-Reed","1515 LITTLE ELM TRL ","CEDAR PARK","TX","78613","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","12/19/2014","122","","1154622","","N","N","N","Y","30.4804748","-97.828061"
"879625","1427","YMCA-River Place Elementary","6500 SITIO DEL RIO BLVD ","AUSTIN","TX","78730","TRAVIS","512-615-7840","Licensed Center - School Age Program","Full Permit","2/22/2008","150","pirish@ymcawilliamsonco.org","325648","","N","N","N","Y","30.390057","-97.8440059"
"879749","1427","YMCA-Robertson","1415 BAYLAND ST ","ROUND ROCK","TX","78664","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","3/3/2008","75","pirish@ymcawilliamsonco.org","325847","","N","N","N","Y","30.5241989145979","-97.6624343853142"
"851565","1427","YMCA-Rutledge","11501 STAKED PLAINS DR ","AUSTIN","TX","78717","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","1/11/2006","255","pirish@ymcawilliamsonco.org","277265","","N","N","N","Y","30.496975","-97.7928679"
"901052","1427","YMCA-Sommer Elementary","16200 AVERY RANCH BLVD ","AUSTIN","TX","78717","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","2/26/2009","180","pirish@ymcawilliamsonco.org","361967","","N","N","N","Y","30.50423","-97.7510199"
"901472","1427","YMCA-Teravista Elementary","4419 TERAVISTA CLUB DR ","ROUND ROCK","TX","78665","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","3/5/2009","150","pirish@ymcawilliamsonco.org","362439","","N","N","N","Y","30.5701812","-97.6713364"
"820475","1427","YMCA-Union Hill","1511 GULF WAY ","ROUND ROCK","TX","78665","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","2/18/2003","150","ccdesk1@ymcawilliamsonco.org","212093","","N","N","N","Y","30.5548723957371","-97.6605965081631"
"1546409","","YMCA-Veterans Hill Elementary","555 LIMMER LOOP ","ROUND ROCK","TX","78665","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","2/5/2015","80","","1154531","","N","N","N","Y","30.5579325142857","-97.5641865428571"
"248529","1427","YMCA-Voigt","1201 CUSHING DR ","ROUND ROCK","TX","78664","WILLIAMSON","512-615-5510","Licensed Center - School Age Program","Full Permit","3/5/1990","100","pirish@ymcawilliamsonco.org","108261","","N","N","N","Y","39.944134","-82.8991399"
"900838","1427","YMCA-Westside Elementary","300 RYAN JORDAN LN ","CEDAR PARK","TX","78613","WILLIAMSON","512-615-5563","Licensed Center - School Age Program","Full Permit","3/2/2009","125","pirish@ymcawilliamsonco.org","361697","","N","N","N","Y","30.49695775","-97.8527712718324"
"531800","1427","YMCA-Whitestone Elementary","2000 CRYSTAL FALLS PKWY ","LEANDER","TX","78641","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","2/10/1998","100","pirish@ymcawilliamsonco.org","151979","","N","N","N","Y","30.547583","-97.868573"
"862780","1427","YMCA-Winkley Elementary","2100 POW WOW ","LEANDER","TX","78641","WILLIAMSON","512-615-7828","Licensed Center - School Age Program","Full Permit","1/23/2007","150","pirish@ymcawilliamsonco.org","299410","","N","N","N","Y","30.5380791","-97.8656904489987"
"842183","","Yogiland Too Learning Center","2015 BANDERA RD ","SAN ANTONIO","TX","78228","BEXAR","210-432-0253","Licensed Center - Child Care Program","Full Permit","3/14/2005","138","kasencio1@yahoo.com","257073","","Y","Y","Y","Y","30.282918","-97.6814059"
"195746","","Yorkshire Academy","710 BATESWOOD DR ","HOUSTON","TX","77079","HARRIS","281-531-6088","Licensed Center - Child Care Program","Full Permit","3/31/1987","84","crain@yorkshireacademy.com","100070","","N","Y","Y","N","29.7707138333333","-95.5945578333333"
"61536","","Young Ages School","3701 TAFT BLVD ","WICHITA FALLS","TX","76308","WICHITA","940-692-3640","Licensed Center - Child Care Program","Full Permit","5/8/1987","85","","95432","","N","Y","Y","Y","33.873007","-98.518418"
"867680","","Young and Gifted Learning Center","10300 BAMMEL NORTH HOUSTON RD STE B-G","HOUSTON","TX","77086","HARRIS","281-591-2425","Licensed Center - Child Care Program","Full Permit","7/5/2007","87","youngandgifted1@att.net","308355","","Y","Y","Y","Y","0","0"
"854879","","Young Dragons Inc","3111 S MAIN ST ","PEARLAND","TX","77581","BRAZORIA","281-412-9630","Licensed Center - Child Care Program","Full Permit","5/16/2006","68","pearlandkarate@gmail.com","284287","","N","N","N","Y","33.7983772","-118.2753045"
"1365926","","Young Einsteins Math and Science Academy","26420 LEXINGTON RD ","SPRING","TX","77373","HARRIS","281-288-3900","Licensed Center - Child Care Program","Full Permit","2/13/2012","30","director@youngeinsteinsacademy.org","929669","","N","Y","Y","Y","42.4595803","-71.3470674"
"1199386","","Young Elementary Learning Ladder","379 COUNTY ROAD 4191 ","DECATUR","TX","76234","WISE","940-393-5292","Licensed Center - Before/After School Program","Full Permit","2/7/2011","50","AnnaLearningLadder@hotmail.com","726928","","N","N","N","Y","33.181419","-97.6069609"
"909751","","Young Expressions Child Care","811 MAXFIELD ST ","WACO","TX","76705","MCLENNAN","254-799-7700","Licensed Center - Child Care Program","Full Permit","3/23/2009","85","","371164","","Y","Y","Y","Y","31.5893416938776","-97.1015869183673"
"1632489","","Young Expressions Child Care","811 MAXFIELD ST ","BELLMEAD","TX","76705","MCLENNAN","254-799-7700","Licensed Center - Child Care Program","Initial","9/19/2016","98","","1253358","","Y","Y","Y","Y","31.5893416938776","-97.1015869183673"
"1629228","","Young Kids Academy","12364 JONES RD ","HOUSTON","TX","77070","HARRIS","281-894-6000","Licensed Center - Child Care Program","Initial","7/11/2016","102","","1249214","","Y","Y","Y","Y","-27.6469474","152.873147"
"1519223","","Young Leaders Campus (Telfair)","6508 HIGHWAY 90A ","SUGAR LAND","TX","77498","FORT BEND","281-240-1277","Licensed Center - Child Care Program","Full Permit","1/3/2014","179","","1116251","","Y","Y","Y","Y","42.107329","-97.3062479"
"1523282","","Young Leaders Campus Vintage Park","106 VINTAGE PARK BLVD STE E","HOUSTON","TX","77070","HARRIS","832-559-8710","Licensed Center - Child Care Program","Full Permit","4/4/2014","76","vintagepark@ylcampus.com","1121987","","N","Y","Y","Y","0","0"
"1522362","","Young Minds Montessori Preschool LLC","2400 S BAGDAD RD ","LEANDER","TX","78641","WILLIAMSON","512-986-8778","Licensed Center - Child Care Program","Full Permit","2/27/2014","96","","1120588","","Y","Y","Y","Y","30.546536","-97.851817"
"842507","","Young Muslim  Program","840 ABRAMS RD ","RICHARDSON","TX","75081","DALLAS","972-231-5698","Licensed Center - Child Care Program","Full Permit","8/24/2005","43","","257791","","N","N","Y","Y","32.9377891618408","-96.7308853825564"
"520825","","Young Scholars","1809 LOUISIANA ST ","HOUSTON","TX","77002","HARRIS","713-654-1400","Licensed Center - Child Care Program","Full Permit","3/4/1999","113","acolema3@houstonisd.org","145183","","Y","Y","Y","Y","33.1979776007415","-96.6326343626694"
"815988","","Young Scholars Academy","1273 E ALTON GLOOR BLVD STE F","BROWNSVILLE","TX","78526","CAMERON","956-544-3305","Licensed Center - Child Care Program","Full Permit","9/26/2002","76","","203564","","Y","Y","Y","Y","0","0"
"882551","","Young Scholars Academy","2006 PULLIAM ST ","SAN ANGELO","TX","76905","TOM GREEN","325-655-4458","Licensed Center - Child Care Program","Full Permit","10/23/2007","106","janlamarche.ysa@gmail.com","331250","","Y","Y","Y","Y","31.4707557760373","-100.405446236636"
"1618560","","Young Sprouts Creative Learning Center","1116 SOUTHEAST PKWY ","AZLE","TX","76020","TARRANT","817-752-2300","Licensed Center - Child Care Program","Full Permit","6/30/2016","139","","1235866","","Y","Y","Y","Y","32.6411938888889","-97.0924181481481"
